id_m,id_s
n359,s199-1
n360,s200-1
n361,s201-1
n363,s207-1
n362,s203-1
n364,s208-1
n366,s209-1
n365,s204-1
n367,s210-1
n368,s211-1
n369,s212-1
n370,s206-1
n372,s217-1
n371,s213-1
n373,s218-1
n374,s219-1
n375,s214-1
n376,s220-1
n377,s221-1
n378,s222-1
n379,s216-1
n381,s227-1
n380,s223-1
n382,s228-1
n383,s229-1
n384,s224-1
n385,s230-1
n386,s231-1
n387,s232-1
n388,s226-1
n390,s239-1
n389,s233-1
n391,s234-1
n392,s235-1
n393,s236-1
n394,s237-1
n395,s238-1
n397,s246-1
n396,s242-1
n398,s247-1
n400,s248-1
n399,s243-1
n401,s249-1
n402,s250-1
n403,s251-1
n404,s245-1
n406,s256-1
n407,s257-1
n405,s252-1
n409,s258-1
n410,s259-1
n408,s253-1
n411,s260-1
n412,s261-1
n413,s255-1
n414,s262-1
n415,s266-1
n416,s267-1
n418,s268-1
n417,s263-1
n419,s269-1
n420,s270-1
n421,s271-1
n422,s265-1
n424,s278-1
n423,s272-1
n425,s273-1
n426,s274-1
n427,s275-1
n429,s279-1
n430,s280-1
n428,s276-1
n431,s277-1
n432,s281-1
n435,s282-1
n436,s283-1
n437,s284-1
n438,s285-1
n439,s286-1
n442,s297-1
n440,s291-1
n441,s289-1
n443,s292-1
n444,s293-1
n445,s294-1
n446,s295-1
n447,s290-1
n448,s296-1
n450,s306-1
n451,s305-1
n449,s298-1
n452,s299-1
n453,s300-1
n455,s302-1
n454,s301-1
n456,s303-1
n457,s304-1
n461,s311-1
n460,s312-1
n458,s307-1
n459,s308-1
n462,s309-1
n464,s313-1
n465,s314-1
n463,s310-1
n467,s320-1
n468,s321-1
n466,s315-1
n469,s316-1
n470,s317-1
n473,s322-1
n472,s323-1
n471,s318-1
n474,s325-1
n475,s326-1
n476,s327-1
n477,s328-1
n478,s332-1
n480,s333-1
n479,s329-1
n483,s337-1
n482,s338-1
n481,s334-1
n486,s339-1
n485,s340-1
n484,s335-1
n487,s336-1
n488,s342-1
n489,s343-1
n490,s344-1
n491,s345-1
n492,s346-1
n493,s347-1
n495,s354-1
n494,s349-1
n497,s355-1
n496,s350-1
n499,s356-1
n498,s351-1
n501,s357-1
n500,s352-1
n502,s358-1
n503,s359-1
n505,s365-1
n504,s360-1
n507,s366-1
n506,s361-1
n508,s367-1
n509,s362-1
n510,s368-1
n511,s363-1
n512,s369-1
n513,s370-1
n515,s376-1
n514,s371-1
n517,s377-1
n516,s372-1
n519,s378-1
n518,s373-1
n521,s379-1
n520,s374-1
n522,s380-1
n523,s381-1
n526,s388-1
n527,s389-1
n525,s390-1
n524,s382-1
n528,s383-1
n529,s384-1
n530,s385-1
n531,s386-1
n532,s387-1
n533,s401-1
n534,s393-1
n535,s394-1
n536,s395-1
n538,s397-1
n540,s402-1
n539,s398-1
n543,s405-1
n542,s403-1
n541,s399-1
n545,s404-1
n544,s400-1
n549,s410-1
n546,s406-1
n547,s407-1
n548,s408-1
n550,s411-1
n552,s412-1
n551,s409-1
n553,s413-1
n554,s414-1
n555,s415-1
n556,s428-1
n557,s416-1
n558,s417-1
n559,s429-1
n560,s418-1
n561,s419-1
n562,s430-1
n563,s420-1
n564,s421-1
n566,s431-1
n565,s422-1
n567,s423-1
n568,s432-1
n569,s424-1
n570,s425-1
n571,s433-1
n572,s426-1
n573,s427-1
n574,s440-1
n575,s434-1
n576,s435-1
n577,s441-1
n578,s436-1
n579,s437-1
n581,s442-1
n580,s438-1
n582,s443-1
n583,s444-1
n585,s445-1
n584,s439-1
n587,s458-1
n586,s446-1
n588,s447-1
n589,s459-1
n590,s448-1
n591,s449-1
n592,s460-1
n593,s450-1
n595,s451-1
n597,s461-1
n596,s452-1
n598,s453-1
n600,s462-1
n599,s454-1
n601,s455-1
n602,s463-1
n603,s456-1
n604,s457-1
n605,s476-1
n606,s464-1
n607,s465-1
n608,s466-1
n609,s467-1
n612,s477-1
n610,s478-1
n611,s468-1
n613,s469-1
n614,s470-1
n615,s471-1
n619,s479-1
n616,s480-1
n617,s481-1
n618,s472-1
n620,s473-1
n621,s474-1
n622,s475-1
n623,s494-1
n625,s495-1
n624,s496-1
n626,s482-1
n627,s483-1
n628,s484-1
n629,s485-1
n630,s486-1
n631,s487-1
n632,s488-1
n633,s489-1
n634,s490-1
n635,s491-1
n636,s492-1
n637,s493-1
n638,s506-1
n639,s509-1
n640,s499-1
n645,s500-1
n646,s501-1
n649,s510-1
n648,s507-1
n647,s502-1
n652,s508-1
n651,s504-1
n654,s505-1
n650,s503-1
n657,s514-1
n656,s515-1
n655,s511-1
n658,s516-1
n659,s196-2
n660,s197-2
n661,s198-2
n662,s199-2
n663,s200-2
n664,s201-2
n666,s207-2
n665,s203-2
n667,s208-2
n669,s209-2
n668,s204-2
n670,s210-2
n671,s211-2
n672,s212-2
n673,s206-2
n675,s217-2
n674,s213-2
n676,s218-2
n677,s219-2
n678,s214-2
n679,s220-2
n680,s221-2
n681,s222-2
n682,s216-2
n684,s227-2
n683,s223-2
n685,s228-2
n686,s229-2
n687,s224-2
n688,s230-2
n689,s231-2
n690,s232-2
n691,s226-2
n693,s239-2
n692,s233-2
n694,s234-2
n695,s235-2
n696,s236-2
n697,s237-2
n698,s238-2
n700,s246-2
n699,s242-2
n701,s247-2
n703,s248-2
n702,s243-2
n704,s249-2
n705,s250-2
n706,s251-2
n707,s245-2
n709,s256-2
n710,s257-2
n708,s252-2
n712,s258-2
n713,s259-2
n711,s253-2
n714,s260-2
n715,s261-2
n716,s255-2
n717,s262-2
n718,s266-2
n719,s267-2
n721,s268-2
n720,s263-2
n722,s269-2
n723,s270-2
n724,s271-2
n725,s265-2
n727,s278-2
n726,s272-2
n728,s273-2
n729,s274-2
n730,s275-2
n732,s279-2
n733,s280-2
n731,s276-2
n734,s277-2
n735,s281-2
n738,s282-2
n739,s283-2
n740,s284-2
n741,s285-2
n742,s286-2
n745,s297-2
n743,s291-2
n744,s289-2
n746,s292-2
n747,s293-2
n748,s294-2
n749,s295-2
n750,s290-2
n751,s296-2
n753,s306-2
n754,s305-2
n752,s298-2
n755,s299-2
n756,s300-2
n758,s302-2
n757,s301-2
n759,s303-2
n760,s304-2
n764,s311-2
n763,s312-2
n761,s307-2
n762,s308-2
n765,s309-2
n767,s313-2
n768,s314-2
n766,s310-2
n770,s320-2
n771,s321-2
n769,s315-2
n772,s316-2
n773,s317-2
n776,s322-2
n775,s323-2
n774,s318-2
n777,s325-2
n778,s326-2
n779,s327-2
n780,s328-2
n781,s332-2
n783,s333-2
n782,s329-2
n786,s337-2
n785,s338-2
n784,s334-2
n789,s339-2
n788,s340-2
n787,s335-2
n790,s336-2
n791,s342-2
n792,s343-2
n793,s344-2
n794,s345-2
n795,s346-2
n796,s347-2
n798,s354-2
n797,s349-2
n800,s355-2
n799,s350-2
n802,s356-2
n801,s351-2
n804,s357-2
n803,s352-2
n805,s358-2
n806,s359-2
n808,s365-2
n807,s360-2
n810,s366-2
n809,s361-2
n811,s367-2
n812,s362-2
n813,s368-2
n814,s363-2
n815,s369-2
n816,s370-2
n818,s376-2
n817,s371-2
n820,s377-2
n819,s372-2
n822,s378-2
n821,s373-2
n824,s379-2
n823,s374-2
n825,s380-2
n826,s381-2
n829,s388-2
n830,s389-2
n828,s390-2
n827,s382-2
n831,s383-2
n832,s384-2
n833,s385-2
n834,s386-2
n835,s387-2
n836,s401-2
n837,s393-2
n838,s394-2
n839,s395-2
n841,s397-2
n843,s402-2
n842,s398-2
n846,s405-2
n845,s403-2
n844,s399-2
n848,s404-2
n847,s400-2
n852,s410-2
n849,s406-2
n850,s407-2
n851,s408-2
n853,s411-2
n855,s412-2
n854,s409-2
n856,s413-2
n857,s414-2
n858,s415-2
n859,s428-2
n860,s416-2
n861,s417-2
n862,s429-2
n863,s418-2
n864,s419-2
n865,s430-2
n866,s420-2
n867,s421-2
n869,s431-2
n868,s422-2
n870,s423-2
n871,s432-2
n872,s424-2
n873,s425-2
n874,s433-2
n875,s426-2
n876,s427-2
n877,s440-2
n878,s434-2
n879,s435-2
n880,s441-2
n881,s436-2
n882,s437-2
n884,s442-2
n883,s438-2
n885,s443-2
n886,s444-2
n888,s445-2
n887,s439-2
n890,s458-2
n889,s446-2
n891,s447-2
n892,s459-2
n893,s448-2
n894,s449-2
n895,s460-2
n896,s450-2
n898,s451-2
n900,s461-2
n899,s452-2
n901,s453-2
n903,s462-2
n902,s454-2
n904,s455-2
n905,s463-2
n906,s456-2
n907,s457-2
n908,s476-2
n909,s464-2
n910,s465-2
n911,s466-2
n912,s467-2
n915,s477-2
n913,s478-2
n914,s468-2
n916,s469-2
n917,s470-2
n918,s471-2
n922,s479-2
n919,s480-2
n920,s481-2
n921,s472-2
n923,s473-2
n924,s474-2
n925,s475-2
n926,s494-2
n928,s495-2
n927,s496-2
n929,s482-2
n930,s483-2
n931,s484-2
n932,s485-2
n933,s486-2
n934,s487-2
n935,s488-2
n936,s489-2
n937,s490-2
n938,s491-2
n939,s492-2
n940,s493-2
n941,s506-2
n942,s509-2
n943,s499-2
n948,s500-2
n949,s501-2
n952,s510-2
n951,s507-2
n950,s502-2
n955,s508-2
n954,s504-2
n957,s505-2
n953,s503-2
n960,s514-2
n959,s515-2
n958,s511-2
n961,s516-2
n962,s527-1
n964,s528-1
n963,s518-1
n961a,s519-1
n965,s520-1
n967,s521-1
n966,s522-1
n968,s523-1
n970,s524-1
n969,s525-1
n971,s526-1
n972,s529-1
n973,s530-1
n974,s531-1
n976,s532-1
n975,s533-1
n978,s534-1
n977,s535-1
n979,s536-1
n980,s537-1
n981,s538-1
n982,s539-1
n984,s544-1
n983,s545-1
n985,s546-1
n987,s547-1
n986,s548-1
n988,s549-1
n992,s555-1
n991,s556-1
n990,s550-1
n989,s551-1
n993,s552-1
n996,s568-1
n997,s569-1
n995,s557-1
n994,s558-1
n998,s559-1
n1000,s560-1
n1001,s561-1
n999,s570-1
n1005,s562-1
n1003,s563-1
n1004,s571-1
n1007,s564-1
n1006,s565-1
n1008,s572-1
n1009,s566-1
n1011,s567-1
n1010,s573-1
n1012,s574-1
n1013,s575-1
n1014,s583-1
n1015,s576-1
n1016,s577-1
n1017,s578-1
n1018,s584-1
n1019,s579-1
n1021,s580-1
n1022,s581-1
n1020,s585-1
n1023,s582-1
n1025,s586-1
n1026,s587-1
n1024,s597-1
n1027,s588-1
n1029,s589-1
n1028,s590-1
n1031,s591-1
n1030,s592-1
n1033,s593-1
n1032,s594-1
n1034,s595-1
n1035,s596-1
n1038,s609-1
n1037,s600-1
n1036,s601-1
n1039,s602-1
n1042,s610-1
n1041,s603-1
n1040,s604-1
n1043,s605-1
n1046,s611-1
n1045,s606-1
n1044,s607-1
n1047,s608-1
n1050,s623-1
n1048,s612-1
n1049,s613-1
n1051,s614-1
n1054,s615-1
n1053,s616-1
n1052,s624-1
n1055,s617-1
n1057,s618-1
n1056,s625-1
n1061,s619-1
n1060,s620-1
n1059,s626-1
n1063,s621-1
n1064,s622-1
n1062,s627-1
n1068,s628-1
n1067,s629-1
n1065,s637-1
n1066,s638-1
n1069,s630-1
n1073,s631-1
n1072,s632-1
n1070,s639-1
n1071,s640-1
n1074,s633-1
n1078,s634-1
n1075,s635-1
n1076,s641-1
n1077,s642-1
n1079,s636-1
n1083,s643-1
n1082,s644-1
n1080,s651-1
n1081,s652-1
n1084,s645-1
n1085,s653-1
n1086,s650-1
n1087,s646-1
n1088,s654-1
n1089,s647-1
n1090,s655-1
n1091,s648-1
n1093,s656-1
n1092,s649-1
n1094,s666-1
n1095,s657-1
n1096,s658-1
n1098,s667-1
n1099,s664-1
n1097,s659-1
n1100,s660-1
n1102,s668-1
n1103,s665-1
n1101,s661-1
n1104,s662-1
n1106,s679-1
n1105,s669-1
n1107,s670-1
n1110,s671-1
n1108,s672-1
n1109,s680-1
n1113,s673-1
n1111,s674-1
n1112,s681-1
n1116,s675-1
n1115,s676-1
n1114,s682-1
n1118,s677-1
n1119,s678-1
n1117,s683-1
n1121,s684-1
n1120,s685-1
n1122,s693-1
n1123,s686-1
n1125,s687-1
n1124,s688-1
n1126,s694-1
n1127,s689-1
n1129,s690-1
n1128,s691-1
n1130,s695-1
n1131,s692-1
n1133,s696-1
n1132,s702-1
n1134,s697-1
n1136,s703-1
n1137,s704-1
n1135,s698-1
n1138,s699-1
n1140,s705-1
n1141,s706-1
n1139,s700-1
n1142,s701-1
n1145,s713-1
n1143,s714-1
n1144,s707-1
n1146,s708-1
n1149,s715-1
n1148,s716-1
n1147,s709-1
n1150,s710-1
n1153,s717-1
n1152,s718-1
n1151,s711-1
n1154,s712-1
n1157,s725-1
n1155,s726-1
n1156,s719-1
n1158,s720-1
n1160,s721-1
n1159,s722-1
n1161,s723-1
n1162,s724-1
n1168,s527-2
n1170,s528-2
n1169,s518-2
n1167,s519-2
n1171,s520-2
n1173,s521-2
n1172,s522-2
n1174,s523-2
n1176,s524-2
n1175,s525-2
n1177,s526-2
n1178,s529-2
n1179,s530-2
n1180,s531-2
n1182,s532-2
n1181,s533-2
n1184,s534-2
n1183,s535-2
n1185,s536-2
n1186,s537-2
n1187,s538-2
n1188,s539-2
n1190,s544-2
n1189,s545-2
n1191,s546-2
n1193,s547-2
n1192,s548-2
n1194,s549-2
n1198,s555-2
n1197,s556-2
n1196,s550-2
n1195,s551-2
n1199,s552-2
n1202,s568-2
n1203,s569-2
n1201,s557-2
n1200,s558-2
n1204,s559-2
n1206,s560-2
n1207,s561-2
n1205,s570-2
n1211,s562-2
n1209,s563-2
n1210,s571-2
n1213,s564-2
n1212,s565-2
n1214,s572-2
n1215,s566-2
n1217,s567-2
n1216,s573-2
n1218,s574-2
n1219,s575-2
n1220,s583-2
n1221,s576-2
n1222,s577-2
n1223,s578-2
n1224,s584-2
n1225,s579-2
n1227,s580-2
n1228,s581-2
n1226,s585-2
n1229,s582-2
n1231,s586-2
n1232,s587-2
n1230,s597-2
n1233,s588-2
n1235,s589-2
n1234,s590-2
n1237,s591-2
n1236,s592-2
n1239,s593-2
n1238,s594-2
n1240,s595-2
n1241,s596-2
n1244,s609-2
n1243,s600-2
n1242,s601-2
n1245,s602-2
n1248,s610-2
n1247,s603-2
n1246,s604-2
n1249,s605-2
n1252,s611-2
n1251,s606-2
n1250,s607-2
n1253,s608-2
n1256,s623-2
n1254,s612-2
n1255,s613-2
n1257,s614-2
n1260,s615-2
n1259,s616-2
n1258,s624-2
n1261,s617-2
n1263,s618-2
n1262,s625-2
n1267,s619-2
n1266,s620-2
n1265,s626-2
n1269,s621-2
n1270,s622-2
n1268,s627-2
n1274,s628-2
n1273,s629-2
n1271,s637-2
n1272,s638-2
n1275,s630-2
n1279,s631-2
n1278,s632-2
n1276,s639-2
n1277,s640-2
n1280,s633-2
n1284,s634-2
n1281,s635-2
n1282,s641-2
n1283,s642-2
n1285,s636-2
n1289,s643-2
n1288,s644-2
n1286,s651-2
n1287,s652-2
n1290,s645-2
n1291,s653-2
n1292,s650-2
n1293,s646-2
n1294,s654-2
n1295,s647-2
n1296,s655-2
n1297,s648-2
n1299,s656-2
n1298,s649-2
n1300,s666-2
n1301,s657-2
n1302,s658-2
n1304,s667-2
n1305,s664-2
n1303,s659-2
n1306,s660-2
n1308,s668-2
n1309,s665-2
n1307,s661-2
n1310,s662-2
n1312,s679-2
n1311,s669-2
n1313,s670-2
n1316,s671-2
n1314,s672-2
n1315,s680-2
n1319,s673-2
n1317,s674-2
n1318,s681-2
n1322,s675-2
n1321,s676-2
n1320,s682-2
n1324,s677-2
n1325,s678-2
n1323,s683-2
n1327,s684-2
n1326,s685-2
n1328,s693-2
n1329,s686-2
n1331,s687-2
n1330,s688-2
n1332,s694-2
n1333,s689-2
n1335,s690-2
n1334,s691-2
n1336,s695-2
n1337,s692-2
n1339,s696-2
n1338,s702-2
n1340,s697-2
n1342,s703-2
n1343,s704-2
n1341,s698-2
n1344,s699-2
n1346,s705-2
n1347,s706-2
n1345,s700-2
n1348,s701-2
n1351,s713-2
n1349,s714-2
n1350,s707-2
n1352,s708-2
n1355,s715-2
n1354,s716-2
n1353,s709-2
n1356,s710-2
n1359,s717-2
n1358,s718-2
n1357,s711-2
n1360,s712-2
n1363,s725-2
n1361,s726-2
n1362,s719-2
n1364,s720-2
n1366,s721-2
n1365,s722-2
n1367,s723-2
n1368,s724-2
n1375,s738-1
n1374,s739-1
n1373,s729-1
n1372,s730-1
n1377,s731-1
n1379,s732-1
n1378,s733-1
n1380,s734-1
n1382,s735-1
n1381,s736-1
n1383,s737-1
n1385,s740-1
n1384,s741-1
n1386,s742-1
n1388,s743-1
n1389,s744-1
n1387,s751-1
n1390,s745-1
n1391,s752-1
n1394,s746-1
n1393,s747-1
n1392,s753-1
n1396,s748-1
n1395,s754-1
n1398,s755-1
n1399,s756-1
n1397,s764-1
n1400,s757-1
n1403,s758-1
n1401,s759-1
n1402,s765-1
n1404,s760-1
n1405,s766-1
n1407,s761-1
n1408,s762-1
n1406,s767-1
n1410,s763-1
n1409,s768-1
n1413,s769-1
n1412,s770-1
n1411,s779-1
n1415,s780-1
n1417,s781-1
n1416,s771-1
n1414,s772-1
n1420,s782-1
n1418,s783-1
n1421,s773-1
n1419,s774-1
n1423,s784-1
n1425,s785-1
n1424,s775-1
n1422,s776-1
n1429,s786-1
n1428,s787-1
n1427,s777-1
n1426,s778-1
n1432,s794-1
n1431,s795-1
n1433,s788-1
n1430,s789-1
n1437,s796-1
n1436,s797-1
n1435,s790-1
n1434,s791-1
n1441,s798-1
n1440,s799-1
n1439,s792-1
n1438,s793-1
n1445,s810-1
n1444,s811-1
n1443,s800-1
n1442,s801-1
n1447,s812-1
n1449,s813-1
n1448,s802-1
n1446,s803-1
n1452,s814-1
n1451,s815-1
n1453,s804-1
n1450,s805-1
n1455,s816-1
n1457,s817-1
n1456,s806-1
n1454,s807-1
n1458,s818-1
n1459,s819-1
n1461,s808-1
n1460,s809-1
n1464,s826-1
n1462,s827-1
n1465,s820-1
n1463,s821-1
n1469,s828-1
n1468,s829-1
n1467,s822-1
n1466,s823-1
n1473,s830-1
n1472,s831-1
n1471,s824-1
n1470,s825-1
n1476,s838-1
n1477,s839-1
n1475,s832-1
n1474,s833-1
n1478,s834-1
n1479,s835-1
n1480,s836-1
n1481,s837-1
n1483,s851-1
n1482,s842-1
n1484,s846-1
n1486,s847-1
n1487,s848-1
n1488,s852-1
n1489,s849-1
n1490,s850-1
n1491,s844-1
undefined,s845-1
undefined,s856-1
n1493,s862-1
n1492,s853-1
n1494,s857-1
n1496,s858-1
n1495,s854-1
n1497,s859-1
n1498,s863-1
n1499,s860-1
n1500,s861-1
undefined,s867-1
n1502,s873-1
n1501,s864-1
n1503,s868-1
n1505,s869-1
n1506,s870-1
n1508,s874-1
n1507,s871-1
n1510,s872-1
undefined,s879-1
n1509,s866-1
n1512,s885-1
n1511,s875-1
n1513,s880-1
n1515,s881-1
n1514,s876-1
n1516,s882-1
n1517,s883-1
n1518,s884-1
n1519,s878-1
n1521,s897-1
n1520,s886-1
n1522,s892-1
n1524,s893-1
n1523,s887-1
n1525,s894-1
n1526,s895-1
n1527,s896-1
n1528,s890-1
undefined,s891-1
undefined,s902-1
n1530,s908-1
n1529,s898-1
n1531,s903-1
n1533,s904-1
n1532,s899-1
n1534,s905-1
n1535,s906-1
n1536,s907-1
n1537,s901-1
n1540,s918-1
n1539,s915-1
n1538,s909-1
n1541,s910-1
n1542,s911-1
n1543,s912-1
n1546,s919-1
n1545,s916-1
n1544,s913-1
n1548,s917-1
n1547,s914-1
n1551,s926-1
n1550,s927-1
n1549,s920-1
n1552,s921-1
n1553,s922-1
n1554,s923-1
n1555,s924-1
n1556,s925-1
n1558,s936-1
n1560,s937-1
n1559,s938-1
n1557,s930-1
n1561,s931-1
n1562,s932-1
n1563,s933-1
n1564,s934-1
n1565,s935-1
n1568,s945-1
n1567,s946-1
n1569,s947-1
n1566,s939-1
n1570,s940-1
n1571,s941-1
n1572,s942-1
n1574,s949-1
n1575,s950-1
n1576,s951-1
n1573,s943-1
n1577,s944-1
n1579,s958-1
n1581,s959-1
n1580,s960-1
n1578,s952-1
n1582,s953-1
n1583,s954-1
n1584,s955-1
n1586,s962-1
n1587,s963-1
n1588,s964-1
n1585,s956-1
n1589,s957-1
n1592,s971-1
n1590,s972-1
n1593,s973-1
n1591,s965-1
n1594,s966-1
n1595,s967-1
n1596,s968-1
n1597,s969-1
n1598,s970-1
n1602,s985-1
n1601,s986-1
n1600,s976-1
n1599,s977-1
n1603,s978-1
n1605,s979-1
n1604,s980-1
n1606,s981-1
n1608,s982-1
n1607,s983-1
n1609,s984-1
n1610,s987-1
n1611,s988-1
n1612,s989-1
n1614,s990-1
n1613,s991-1
n1616,s992-1
n1615,s993-1
n1618,s994-1
n1617,s995-1
n1619,s996-1
n1620,s997-1
n1622,s1010-1
n1621,s1002-1
n1623,s1003-1
n1624,s1011-1
n1626,s1004-1
n1625,s1005-1
n1627,s1006-1
n1630,s1012-1
n1629,s1007-1
n1628,s1008-1
n1631,s1009-1
n1634,s1024-1
n1633,s1013-1
n1632,s1014-1
n1635,s1015-1
n1638,s1016-1
n1636,s1017-1
n1637,s1025-1
n1641,s1018-1
n1640,s1019-1
n1639,s1026-1
n1644,s1020-1
n1643,s1021-1
n1642,s1027-1
n1646,s1022-1
n1647,s1023-1
n1645,s1028-1
n1649,s1029-1
n1648,s1030-1
n1650,s1038-1
n1651,s1031-1
n1654,s1032-1
n1653,s1033-1
n1652,s1039-1
n1655,s1034-1
n1658,s1035-1
n1656,s1036-1
n1657,s1040-1
n1659,s1037-1
n1661,s1041-1
n1662,s1042-1
n1660,s1052-1
n1663,s1043-1
n1665,s1044-1
n1664,s1045-1
n1666,s1046-1
n1667,s1047-1
n1668,s1048-1
n1669,s1049-1
n1670,s1050-1
n1671,s1051-1
n1673,s1064-1
n1674,s1055-1
n1672,s1056-1
n1675,s1057-1
n1677,s1065-1
n1678,s1058-1
n1676,s1059-1
n1679,s1060-1
n1681,s1066-1
n1682,s1061-1
n1680,s1062-1
n1683,s1063-1
n1684,s1078-1
n1685,s1067-1
n1686,s1068-1
n1687,s1069-1
