id_m,id_s
n1856,s1672-1
n1857,s1673-1
n1858,s1674-1
n1859,s1675-1
n1860,s1676-1
n1861,s1683-1
n1871,s1681-1
n1869,s1678-1
n1876,s1682-1
n1875,s1679-1
n1881,s1690-1
n1880,s1684-1
n1884,s1685-1
n1886,s1686-1
n1889,s1687-1
n1893,s1692-1
n1892,s1688-1
n1898,s1693-1
n1897,s1689-1
n1904,s1701-1
n1909,s1697-1
n1912,s1698-1
n1917,s1703-1
n1916,s1699-1
n1922,s1704-1
n1921,s1700-1
n1927,s1706-1
n1930,s1707-1
n1933,s1708-1
n1936,s1709-1
n1939,s1710-1
n1942,s1711-1
n1944,s1712-1
n1946,s1713-1
n1949,s1720-1
n1948,s1715-1
n1950,s1716-1
n1951,s1717-1
n1953,s1721-1
n1954,s1722-1
n1955,s1723-1
n1956,s1724-1
n1957,s1725-1
n1958,s1726-1
n1959,s1727-1
n1960,s1728-1
n1961,s1729-1
n1962,s1730-1
n1963,s1731-1
n1965,s1738-1
n1964,s1732-1
n1966,s1739-1
n1967,s1740-1
n1969,s1741-1
n1968,s1733-1
n1970,s1742-1
n1971,s1743-1
n1972,s1734-1
n1974,s1744-1
n1975,s1736-1
n1973,s1735-1
n1976,s1745-1
n1977,s1746-1
n1979,s1747-1
n1978,s1737-1
n1980,s1748-1
n1981,s1749-1
n1984,s1760-1
n1982,s1750-1
n1983,s1751-1
n1985,s1752-1
n1986,s1761-1
n1987,s1762-1
n1989,s1763-1
n1988,s1753-1
n1990,s1754-1
n1991,s1764-1
n1992,s1755-1
n1993,s1765-1
n1994,s1756-1
n1995,s1766-1
n1996,s1757-1
n1997,s1767-1
n1998,s1768-1
n1999,s1769-1
n2000,s1758-1
n2001,s1770-1
n2002,s1771-1
n2003,s1778-1
n2004,s1772-1
n2006,s1779-1
n2008,s1780-1
n2011,s1781-1
n2012,s1773-1
n2013,s1782-1
n2014,s1783-1
n2015,s1774-1
n2016,s1784-1
n2019,s1776-1
n2017,s1775-1
n2018,s1785-1
n2020,s1786-1
n2022,s1787-1
n2021,s1777-1
n2023,s1788-1
n2024,s1789-1
n2027,s1800-1
n2025,s1790-1
n2026,s1791-1
n2028,s1792-1
n2029,s1801-1
n2030,s1802-1
n2032,s1803-1
n2031,s1793-1
n2033,s1794-1
n2034,s1804-1
n2035,s1795-1
n2036,s1805-1
n2037,s1796-1
n2039,s1806-1
n2038,s1797-1
n2040,s1807-1
n2041,s1808-1
n2042,s1809-1
n2043,s1798-1
n2044,s1810-1
n2045,s1811-1
n2046,s1824-1
n2047,s1813-1
n2048,s1814-1
n2049,s1815-1
n2050,s1816-1
n2051,s1817-1
n2052,s1818-1
n2053,s1819-1
n2054,s1820-1
n2055,s1821-1
n2056,s1822-1
n2057,s1823-1
n2059,s1835-1
n2058,s1827-1
n2060,s1828-1
n2061,s1829-1
n2062,s1830-1
n2063,s1831-1
n2064,s1832-1
n2066,s1838-1
n2065,s1833-1
n2067,s1834-1
n2069,s1847-1
n2068,s1839-1
n2070,s1840-1
n2072,s1848-1
n2071,s1841-1
n2075,s1842-1
n2076,s1849-1
n2077,s1843-1
n2079,s1844-1
n2080,s1850-1
n2081,s1845-1
n2084,s1846-1
n2085,s1863-1
n2086,s1852-1
n2087,s1853-1
n2088,s1854-1
n2089,s1855-1
n2090,s1856-1
n2091,s1857-1
n2092,s1858-1
n2093,s1859-1
n2094,s1860-1
n2095,s1861-1
n2096,s1862-1
n2098,s1874-1
n2097,s1866-1
n2099,s1867-1
n2100,s1868-1
n2101,s1869-1
n2102,s1870-1
n2103,s1877-1
n2104,s1871-1
n2105,s1878-1
n2106,s1872-1
n2108,s1879-1
n2107,s1873-1
n2109,s1888-1
n2110,s1880-1
n2111,s1889-1
n2112,s1881-1
n2114,s1890-1
n2113,s1882-1
n2116,s1891-1
n2115,s1883-1
n2118,s1892-1
n2117,s1884-1
n2120,s1893-1
n2119,s1885-1
n2122,s1894-1
n2121,s1886-1
n2124,s1895-1
n2123,s1887-1
n2126,s1904-1
n2125,s1896-1
n2127,s1905-1
n2128,s1897-1
n2130,s1906-1
n2129,s1898-1
n2131,s1907-1
n2132,s1899-1
n2134,s1908-1
n2133,s1900-1
n2135,s1909-1
n2136,s1901-1
n2137,s1910-1
n2138,s1902-1
n2140,s1911-1
n2139,s1903-1
n2141,s1923-1
n2142,s1912-1
n2143,s1913-1
n2144,s1924-1
n2146,s1921-1
n2145,s1914-1
n2147,s1915-1
n2149,s1925-1
n2148,s1916-1
n2153,s1919-1
n2150,s1917-1
n2151,s1918-1
n2152,s1926-1
n2154,s1922-1
n2157,s1927-1
n2158,s1930-1
n2160,s1931-1
n2159,s1928-1
undefined,s1929-1
n2163,s1932-1
n2166,s1933-1
n2170,s1934-1
n2174,s1935-1
n2177,s1936-1
n2178,s1941-1
n2179,s1937-1
n2180,s1942-1
n2183,s1943-1
n2182,s1940-1
n2181,s1938-1
n2186,s1944-1
n2190,s1945-1
n2193,s1946-1
n2197,s1947-1
n2200,s1948-1
n2205,s1953-1
n2204,s1951-1
n2203,s1949-1
n2208,s1954-1
n2207,s1952-1
n2206,s1950-1
n2211,s1955-1
n2214,s1956-1
n2217,s1957-1
n2220,s1958-1
n2223,s1959-1
n2227,s1964-1
n2226,s1960-1
n2228,s1965-1
n2231,s1966-1
n2230,s1963-1
n2229,s1961-1
undefined,s1962-1
n2234,s1967-1
n2237,s1968-1
n2240,s1969-1
n2243,s1970-1
n2247,s1971-1
n2249,s1980-1
n2250,s1973-1
n2251,s1974-1
n2252,s1975-1
n2253,s1981-1
n2254,s1982-1
n2255,s1977-1
n2256,s1978-1
n2257,s1979-1
n2259,s1993-1
n2258,s1994-1
n2260,s1986-1
n2261,s1987-1
n2262,s1988-1
n2264,s1996-1
n2263,s1997-1
n2265,s1990-1
n2266,s1991-1
n2267,s1992-1
n2268,s2005-1
n2269,s2006-1
n2270,s2000-1
n2271,s2001-1
n2272,s2002-1
n2273,s2003-1
n2275,s2009-1
n2276,s2010-1
n2274,s2004-1
n2279,s2017-1
n2277,s2018-1
n2281,s2013-1
n2282,s2014-1
n2283,s2015-1
n2284,s2020-1
n2286,s2021-1
n2285,s2016-1
n2289,s2028-1
n2287,s2029-1
n2291,s2024-1
n2292,s2025-1
n2293,s2026-1
n2294,s2031-1
n2296,s2030-1
n2295,s2027-1
n2299,s2043-1
n2298,s2040-1
n2297,s2032-1
n2300,s2033-1
n2302,s2044-1
n2301,s2034-1
n2303,s2035-1
n2305,s2045-1
n2306,s2041-1
n2304,s2036-1
n2307,s2037-1
n2309,s2046-1
n2310,s2042-1
n2308,s2038-1
n2311,s2039-1
n2314,s2057-1
n2313,s2053-1
n2312,s2047-1
n2316,s2054-1
n2315,s2048-1
n2317,s2049-1
n2318,s2050-1
n2321,s2059-1
n2320,s2060-1
n2319,s2051-1
n2322,s2052-1
n2323,s2069-1
n2324,s2070-1
n2329,s2071-1
n2328,s2072-1
n2327,s2063-1
n2330,s2064-1
n2331,s2065-1
n2332,s2066-1
n2335,s2074-1
n2334,s2075-1
n2333,s2067-1
n2336,s2068-1
n2338,s2084-1
n2339,s2085-1
n2343,s2086-1
n2342,s2087-1
n2341,s2078-1
n2344,s2079-1
n2345,s2080-1
n2346,s2081-1
n2349,s2089-1
n2347,s2090-1
n2348,s2082-1
n2350,s2083-1
n2353,s2099-1
n2352,s2091-1
n2354,s2092-1
n2356,s2103-1
n2355,s2100-1
n2357,s2093-1
n2358,s2094-1
n2360,s2104-1
n2359,s2095-1
n2365,s2098-1
n2362,s2096-1
n2363,s2097-1
n2364,s2101-1
n2370,s2115-1
n2372,s2116-1
n2371,s2105-1
n2373,s2117-1
n2374,s2107-1
n2375,s2108-1
n2376,s2118-1
n2377,s2110-1
n2378,s2111-1
n2379,s2119-1
n2380,s2113-1
n2381,s2114-1
n2382,s2132-1
n2383,s2121-1
n2384,s2122-1
n2385,s2133-1
n2386,s2124-1
n2387,s2125-1
n2388,s2134-1
n2389,s2127-1
n2390,s2128-1
n2391,s2135-1
n2392,s2130-1
n2393,s2131-1
n2394,s2148-1
n2395,s2137-1
n2396,s2138-1
n2399,s2149-1
n2397,s2150-1
n2398,s2139-1
n2400,s2140-1
n2401,s2141-1
n2404,s2151-1
n2402,s2152-1
n2403,s2142-1
n2405,s2143-1
n2406,s2144-1
n2409,s2153-1
n2408,s2154-1
n2407,s2145-1
n2410,s2146-1
n2411,s2147-1
n2414,s2167-1
n2413,s2168-1
n2412,s2155-1
n2415,s2156-1
n2416,s2157-1
n2418,s2169-1
n2417,s2158-1
n2419,s2159-1
n2420,s2160-1
n2422,s2170-1
n2421,s2161-1
n2423,s2162-1
n2424,s2163-1
n2425,s2171-1
n2426,s2164-1
n2427,s2165-1
n2428,s2166-1
n2430,s2177-1
n2429,s2172-1
n2433,s2178-1
n2434,s2179-1
n2432,s2174-1
n2431,s2173-1
n2437,s2180-1
n2436,s2181-1
n2435,s2175-1
n2439,s2182-1
n2440,s2183-1
n2438,s2176-1
n2443,s2198-1
n2441,s2199-1
n2442,s2194-1
n2444,s2185-1
n2445,s2186-1
n2446,s2187-1
n2449,s2201-1
n2447,s2196-1
n2448,s2188-1
n2450,s2189-1
n2451,s2190-1
n2452,s2197-1
n2453,s2191-1
n2454,s2192-1
n2455,s2193-1
n2456,s2210-1
n2458,s2207-1
n2457,s2202-1
n2461,s2211-1
n2462,s2212-1
n2460,s2204-1
n2459,s2203-1
n2464,s2213-1
n2465,s2214-1
n2463,s2205-1
n2468,s2215-1
n2467,s2216-1
n2466,s2206-1
n2472,s2231-1
n2471,s2232-1
n2470,s2227-1
n2473,s2218-1
n2474,s2219-1
n2475,s2220-1
n2476,s2234-1
n2477,s2229-1
n2478,s2221-1
n2479,s2222-1
n2480,s2223-1
n2481,s2230-1
n2482,s2224-1
n2483,s2225-1
n2484,s2226-1
n2485,s2243-1
n2486,s2244-1
n2487,s2235-1
n2490,s2245-1
n2489,s2246-1
n2488,s2236-1
n2491,s2237-1
n2492,s2238-1
n2493,s2247-1
n2494,s2248-1
n2495,s2239-1
n2498,s2249-1
n2496,s2250-1
n2497,s2240-1
n2499,s2241-1
n2500,s2242-1
n2503,s2259-1
n2501,s2260-1
n2502,s2251-1
n2504,s2252-1
n2505,s2253-1
n2506,s2254-1
n2507,s2255-1
n2510,s2263-1
n2509,s2264-1
n2508,s2256-1
n2511,s2257-1
n2512,s2258-1
n2515,s2273-1
n2514,s2274-1
n2513,s2265-1
n2516,s2266-1
n2517,s2267-1
n2518,s2268-1
n2519,s2269-1
n2521,s2277-1
n2522,s2278-1
n2520,s2270-1
n2523,s2271-1
n2524,s2272-1
n2527,s2286-1
n2526,s2287-1
n2525,s2279-1
n2528,s2280-1
n2529,s2281-1
n2531,s2282-1
n2530,s2283-1
n2533,s2290-1
n2535,s2291-1
n2534,s2284-1
n2532,s2285-1
n2536,s2295-1
n2539,s2296-1
n2537,s2292-1
n2538,s2293-1
n5,s6-1
n17,s17-1
n53,s56-1
n66,s71-1
n81,s98-1
n572,s593-1
n664,s635-1
n667,s637-1
n671,s642-1
n668,s638-1
n672,s643-1
n675,s646-1
n669,s639-1
n673,s644-1
n670,s640-1
n674,s645-1
n676,s647-1
n679,s650-1
n685,s656-1
n677,s648-1
n678,s655-1
n684,s649-1
n680,s651-1
n683,s654-1
n681,s652-1
n682,s653-1
n691,s664-1
n701,s675-1
n738,s714-1
n752,s729-1
n769,s757-1
n833,s821-1
n917,s821-2
n1184,s1015-1
n1195,s1026-1
n1231,s1066-1
n1244,s1081-1
n1423,s1281-1
n1451,s1313-1
n1773,s1634-1
n1798,s1644-1
n1903,s1695-1
n2278,s2011-1
n2288,s2022-1
n2325,s2061-1
n2337,s2076-1
n2351,s2102-1
n8,s7-1
n18,s18-1
n54,s57-1
n68,s72-1
n693,s665-1
n703,s676-1
n739,s715-1
n753,s730-1
n1187,s1016-1
n1197,s1027-1
n1233,s1067-1
n1247,s1082-1
n1685,s1553-1
n1686,s1554-1
n1688,s1556-1
n1690,s1557-1
n1693,s1570-1
n1694,s1571-1
n1696,s1573-1
n1697,s1574-1
n1700,s1564-1
n1701,s1565-1
n1703,s1567-1
n1704,s1568-1
n1707,s1586-1
n1708,s1587-1
n1710,s1589-1
n1711,s1590-1
n1714,s1580-1
n1715,s1581-1
n1717,s1583-1
n1719,s1584-1
n1722,s1602-1
n1723,s1603-1
n1725,s1605-1
n1726,s1606-1
n1729,s1596-1
n1730,s1597-1
n1732,s1599-1
n1733,s1600-1
n1777,s1635-1
n1803,s1645-1
n1907,s1696-1
n2280,s2012-1
n2290,s2023-1
n2326,s2062-1
n2340,s2077-1
