id_m,id_s
n1864,s1364-1
n1867,s1396-1
n1868,s1397-1
n1866,s1379-1
n1869,s1380-1
n1870,s1381-1
n1872,s1382-1
n1876,s1392-1
n1884,s1393-1
n1884a,s1383-1
n1884b,s1384-1
n1889,s1394-1
n1888,s1395-1
n1890,s1386-1
n1893,s1387-1
n1892,s1388-1
n1891,s1389-1
n1896,s1407-1
n1897,s1398-1
n1895,s1399-1
n1894,s1400-1
n1899,s1401-1
n1900,s1401a-1
n1898,s1402-1
n27,s30-1
n98,s107-1
n119,s119-1
n150,s165-1
n191,s212-1
n190,s203-1
n325,s355-1
n324,s356-1
n333,s359-1
n332,s360-1
n341,s363-1
n340,s364-1
n527,s547-1
n557,s30-2
n628,s107-2
n649,s119-2
n680,s165-2
n721,s212-2
n720,s203-2
n855,s355-2
n854,s356-2
n863,s359-2
n862,s360-2
n871,s363-2
n870,s364-2
n1057,s547-2
n1264,s745-1
n1268,s749-1
n1605,s1120-1
n1613,s1121-1
n1612,s1122-1
n1621,s1125-1
n1620,s1126-1
n1629,s1129-1
n1628,s1130-1
n1788,s1299-1
n1805,s1310-1
n1836,s1348-1
n1835,s1339-1
n1840,s1365-1
n1861,s1378-1
n4,s11-1
n328,s357-1
n337,s361-1
n345,s365-1
n858,s357-2
n867,s361-2
n875,s365-2
n1265,s746-1
n1269,s750-1
n1493,s994-1
n1617,s1123-1
n1625,s1127-1
n1633,s1131-1
n174,sv193-1
n329,s358-1
n336,s362-1
n344,s366-1
n704,sv193-2
n859,s358-2
n866,s362-2
n874,s366-2
n1492,s995-1
n1491,s996-1
n1616,s1124-1
n1624,s1128-1
n1632,s1132-1
