xml_mn,mn,onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,label,duration_qb,timesig,volta,cadence,cadence_type
82,82,971.0,0.5,485.5,0.25,23304,12,64,5,n1882-1,,,,,,0
82,82,971.5,0.5,485.75,0.25,23316,12,61,5,n1883-1,,,,,,0
83,83,972.0,1.0,486.0,0.5,23328,24,49,5,n1900-1,,,,,,0
83,83,972.0,1.0,486.0,0.5,23328,24,45,5,n1899-1,,,,,,0
83,83,972.0,1.5,486.0,0.75,23328,36,76,1,n1884-1,,,,,,0
83,83,973.0,1.0,486.5,0.5,23352,24,57,5,n1901-1,,,,,,0
83,83,973.0,1.0,486.5,0.5,23352,24,61,5,n1902-1,,,,,,0
83,83,973.5,0.25,486.75,0.125,23364,6,78,1,n1885-1,,,,,,0
83,83,973.75,0.25,486.875,0.125,23370,6,76,1,n1886-1,,,,,,0
83,83,974.0,0.25,487.0,0.125,23376,6,74,1,n1887-1,,,,,,0
83,83,974.25,0.25,487.125,0.125,23382,6,73,1,n1888-1,,,,,,0
83,83,974.5,0.25,487.25,0.125,23388,6,71,1,n1889-1,,,,,,0
83,83,974.75,0.25,487.375,0.125,23394,6,69,1,n1890-1,,,,,,0
83,83,975.0,1.0,487.5,0.5,23400,24,47,5,n1904-1,viio6,1.5,6/8,,,0
83,83,975.0,1.0,487.5,0.5,23400,24,50,5,n1905-1,,,,,,0
83,83,975.0,0.5,487.5,0.25,23400,12,76,1,n1891-1,,,,,,0
83,83,975.5,1.0,487.75,0.5,23412,24,74,1,n1892-1,,,,,,0
83,83,976.0,1.0,488.0,0.5,23424,24,62,5,n1907-1,,,,,,0
83,83,976.0,1.0,488.0,0.5,23424,24,59,5,n1906-1,,,,,,0
83,83,976.5,0.25,488.25,0.125,23436,6,76,1,n1893-1,,,,,,0
83,83,976.75,0.25,488.375,0.125,23442,6,74,1,n1894-1,,,,,,0
83,83,977.0,0.25,488.5,0.125,23448,6,73,1,n1895-1,,,,,,0
83,83,977.25,0.25,488.625,0.125,23454,6,71,1,n1896-1,,,,,,0
83,83,977.5,0.25,488.75,0.125,23460,6,69,1,n1897-1,,,,,,0
83,83,977.75,0.25,488.875,0.125,23466,6,68,1,n1898-1,,,,,,0
84,84,978.0,1.0,489.0,0.5,23472,24,61,5,n1918-1,I6,0.5,6/8,,,0
84,84,978.0,1.0,489.0,0.5,23472,24,64,5,n1919-1,,,,,,0
84,84,978.0,1.0,489.0,0.5,23472,24,69,1,n1909-1,,,,,,0
84,84,979.0,1.0,489.5,0.5,23496,24,68,1,n1910-1,,,,,,0
84,84,979.0,1.0,489.5,0.5,23496,24,62,5,n1921-1,,,,,,0
84,84,979.0,1.0,489.5,0.5,23496,24,59,5,n1920-1,viio6,0.5,6/8,,,0
84,84,980.0,1.0,490.0,0.5,23520,24,57,5,n1922-1,vii%43/V,0.5,6/8,,,0
84,84,980.0,1.0,490.0,0.5,23520,24,61,5,n1923-1,,,,,,0
84,84,980.0,1.0,490.0,0.5,23520,24,63,1,n1911-1,,,,,,0
84,84,980.0,1.0,490.0,0.5,23520,24,69,1,n1912-1,,,,,,0
84,84,981.0,3.0,490.5,1.5,23544,72,64,2,n1917-1,,,,,,0
84,84,981.0,2.0,490.5,1.0,23544,48,69,1,n1913-1,,,,,,0
84,84,981.0,2.0,490.5,1.0,23544,48,61,5,n1925-1,,,,,,0
84,84,981.0,2.0,490.5,1.0,23544,48,57,5,n1924-1,,,,,,0
84,84,981.0,2.0,490.5,1.0,23544,48,73,1,n1914-1,,,,,,0
84,84,981.0,3.0,490.5,1.5,23544,72,52,6,n1928-1,V(64)},1.0,6/8,,,0
84,84,983.0,1.0,491.5,0.5,23592,24,68,1,n1915-1,,,,,,0
84,84,983.0,1.0,491.5,0.5,23592,24,56,5,n1926-1,V|HC,0.5,6/8,,HC,2
84,84,983.0,1.0,491.5,0.5,23592,24,59,5,n1927-1,,,,,,0
84,84,983.0,1.0,491.5,0.5,23592,24,71,1,n1916-1,,,,,,0
85,85,984.0,0.5,492.0,0.25,23616,12,73,2,n1941-1,,,,,,0
85,85,984.0,0.5,492.0,0.25,23616,12,69,2,n1940-1,,,,,,0
85,85,984.0,1.0,492.0,0.5,23616,24,57,5,n1959-1,,,,,,0
85,85,984.0,1.0,492.0,0.5,23616,24,45,5,n1958-1,I{,3.0,6/8,,,0
85,85,984.5,0.5,492.25,0.25,23628,12,64,2,n1942-1,,,,,,0
85,85,985.0,0.5,492.5,0.25,23640,12,69,2,n1943-1,,,,,,0
85,85,985.0,1.0,492.5,0.5,23640,24,85,1,n1931-1,,,,,,0
85,85,985.0,1.0,492.5,0.5,23640,24,81,1,n1930-1,,,,,,0
85,85,985.0,0.5,492.5,0.25,23640,12,73,2,n1944-1,,,,,,0
85,85,985.5,0.5,492.75,0.25,23652,12,64,2,n1945-1,,,,,,0
85,85,986.0,1.0,493.0,0.5,23664,24,86,1,n1933-1,,,,,,0
85,85,986.0,0.5,493.0,0.25,23664,12,74,2,n1947-1,,,,,,0
85,85,986.0,0.5,493.0,0.25,23664,12,71,2,n1946-1,,,,,,0
85,85,986.0,1.0,493.0,0.5,23664,24,83,1,n1932-1,,,,,,0
85,85,986.5,0.5,493.25,0.25,23676,12,64,2,n1948-1,,,,,,0
85,85,987.0,0.5,493.5,0.25,23688,12,73,2,n1949-1,,,,,,0
85,85,987.0,0.5,493.5,0.25,23688,12,76,2,n1950-1,,,,,,0
85,85,987.0,1.0,493.5,0.5,23688,24,85,1,n1934-1,,,,,,0
85,85,987.0,1.0,493.5,0.5,23688,24,88,1,n1935-1,,,,,,0
85,85,987.5,0.5,493.75,0.25,23700,12,64,2,n1951-1,,,,,,0
85,85,988.0,0.5,494.0,0.25,23712,12,71,2,n1952-1,,,,,,0
85,85,988.0,0.5,494.0,0.25,23712,12,74,2,n1953-1,,,,,,0
85,85,988.0,1.0,494.0,0.5,23712,24,83,1,n1936-1,,,,,,0
85,85,988.0,1.0,494.0,0.5,23712,24,86,1,n1937-1,,,,,,0
85,85,988.5,0.5,494.25,0.25,23724,12,64,2,n1954-1,,,,,,0
85,85,989.0,1.0,494.5,0.5,23736,24,81,1,n1938-1,,,,,,0
85,85,989.0,0.5,494.5,0.25,23736,12,73,2,n1956-1,,,,,,0
85,85,989.0,1.0,494.5,0.5,23736,24,85,1,n1939-1,,,,,,0
85,85,989.0,0.5,494.5,0.25,23736,12,69,2,n1955-1,,,,,,0
85,85,989.5,0.5,494.75,0.25,23748,12,64,2,n1957-1,,,,,,0
86,86,990.0,0.5,495.0,0.25,23760,12,68,2,n1973-1,,,,,,0
86,86,990.0,1.0,495.0,0.5,23760,24,40,5,n1991-1,V,1.5,6/8,,,0
86,86,990.0,0.5,495.0,0.25,23760,12,71,2,n1974-1,,,,,,0
86,86,990.0,1.0,495.0,0.5,23760,24,52,5,n1992-1,,,,,,0
86,86,990.5,0.5,495.25,0.25,23772,12,64,2,n1975-1,,,,,,0
86,86,991.0,0.5,495.5,0.25,23784,12,71,2,n1977-1,,,,,,0
86,86,991.0,1.0,495.5,0.5,23784,24,80,1,n1963-1,,,,,,0
86,86,991.0,1.0,495.5,0.5,23784,24,83,1,n1964-1,,,,,,0
86,86,991.0,0.5,495.5,0.25,23784,12,68,2,n1976-1,,,,,,0
86,86,991.5,0.5,495.75,0.25,23796,12,64,2,n1978-1,,,,,,0
86,86,992.0,1.0,496.0,0.5,23808,24,85,1,n1966-1,,,,,,0
86,86,992.0,0.5,496.0,0.25,23808,12,69,2,n1979-1,,,,,,0
86,86,992.0,1.0,496.0,0.5,23808,24,81,1,n1965-1,,,,,,0
86,86,992.0,0.5,496.0,0.25,23808,12,73,2,n1980-1,,,,,,0
86,86,992.5,0.5,496.25,0.25,23820,12,64,2,n1981-1,,,,,,0
86,86,993.0,0.5,496.5,0.25,23832,12,71,2,n1982-1,V7,1.5,6/8,,,0
86,86,993.0,0.5,496.5,0.25,23832,12,74,2,n1983-1,,,,,,0
86,86,993.0,1.0,496.5,0.5,23832,24,83,1,n1967-1,,,,,,0
86,86,993.0,1.0,496.5,0.5,23832,24,86,1,n1968-1,,,,,,0
86,86,993.5,0.5,496.75,0.25,23844,12,64,2,n1984-1,,,,,,0
86,86,994.0,0.5,497.0,0.25,23856,12,73,2,n1986-1,,,,,,0
86,86,994.0,1.0,497.0,0.5,23856,24,81,1,n1969-1,,,,,,0
86,86,994.0,1.0,497.0,0.5,23856,24,85,1,n1970-1,,,,,,0
86,86,994.0,0.5,497.0,0.25,23856,12,69,2,n1985-1,,,,,,0
86,86,994.5,0.5,497.25,0.25,23868,12,64,2,n1987-1,,,,,,0
86,86,995.0,0.5,497.5,0.25,23880,12,71,2,n1989-1,,,,,,0
86,86,995.0,1.0,497.5,0.5,23880,24,80,1,n1971-1,,,,,,0
86,86,995.0,1.0,497.5,0.5,23880,24,83,1,n1972-1,,,,,,0
86,86,995.0,0.5,497.5,0.25,23880,12,68,2,n1988-1,,,,,,0
86,86,995.5,0.5,497.75,0.25,23892,12,64,2,n1990-1,,,,,,0
87,87,996.0,1.0,498.0,0.5,23904,24,57,5,n2022-1,,,,,,0
87,87,996.0,1.0,498.0,0.5,23904,24,45,5,n2021-1,I,1.0,6/8,,,0
87,87,996.0,0.5,498.0,0.25,23904,12,69,2,n2004-1,,,,,,0
87,87,996.0,0.5,498.0,0.25,23904,12,64,2,n2003-1,,,,,,0
87,87,996.5,0.5,498.25,0.25,23916,12,61,2,n2005-1,,,,,,0
87,87,997.0,1.0,498.5,0.5,23928,24,73,1,n1996-1,,,,,,0
87,87,997.0,0.5,498.5,0.25,23928,12,64,2,n2006-1,,,,,,0
87,87,997.0,1.0,498.5,0.5,23928,24,81,1,n1997-1,,,,,,0
87,87,997.0,0.5,498.5,0.25,23928,12,69,2,n2007-1,,,,,,0
87,87,997.5,0.5,498.75,0.25,23940,12,61,2,n2008-1,,,,,,0
87,87,998.0,0.5,499.0,0.25,23952,12,68,2,n2009-1,V,0.5,6/8,,,0
87,87,998.0,1.0,499.0,0.5,23952,24,76,1,n1998-1,,,,,,0
87,87,998.0,1.0,499.0,0.5,23952,24,83,1,n1999-1,,,,,,0
87,87,998.0,0.5,499.0,0.25,23952,12,71,2,n2010-1,,,,,,0
87,87,998.5,0.5,499.25,0.25,23964,12,64,2,n2011-1,,,,,,0
87,87,999.0,0.5,499.5,0.25,23976,12,73,2,n2013-1,,,,,,0
87,87,999.0,0.5,499.5,0.25,23976,12,69,2,n2012-1,I,0.5,6/8,,,0
87,87,999.0,1.0,499.5,0.5,23976,24,85,1,n2001-1,,,,,,0
87,87,999.0,1.0,499.5,0.5,23976,24,81,1,n2000-1,,,,,,0
87,87,999.5,0.5,499.75,0.25,23988,12,64,2,n2014-1,,,,,,0
87,87,1000.0,1.0,500.0,0.5,24000,24,42,5,n2026-1,vi,0.5,6/8,,,0
87,87,1000.0,1.0,500.0,0.5,24000,24,54,5,n2027-1,,,,,,0
87,87,1000.0,0.5,500.0,0.25,24000,12,69,2,n2015-1,,,,,,0
87,87,1000.0,0.5,500.0,0.25,24000,12,73,2,n2016-1,,,,,,0
87,87,1000.5,0.5,500.25,0.25,24012,12,66,2,n2017-1,,,,,,0
87,87,1001.0,1.0,500.5,0.5,24024,24,50,5,n2029-1,,,,,,0
87,87,1001.0,0.5,500.5,0.25,24024,12,71,2,n2018-1,,,,,,0
87,87,1001.0,0.5,500.5,0.25,24024,12,74,2,n2019-1,,,,,,0
87,87,1001.0,1.0,500.5,0.5,24024,24,38,5,n2028-1,ii6,0.5,6/8,,,0
87,87,1001.5,0.5,500.75,0.25,24036,12,66,2,n2020-1,,,,,,0
88,88,1002.0,1.0,501.0,0.5,24048,24,52,5,n2059-1,,,,,,0
88,88,1002.0,0.5,501.0,0.25,24048,12,69,3,n2040-1,,,,,,0
88,88,1002.0,0.5,501.0,0.25,24048,12,73,3,n2041-1,,,,,,0
88,88,1002.0,1.0,501.0,0.5,24048,24,40,5,n2058-1,V(64),1.0,6/8,,,0
88,88,1002.5,0.5,501.25,0.25,24060,12,64,3,n2042-1,,,,,,0
88,88,1003.0,0.5,501.5,0.25,24072,12,73,3,n2044-1,,,,,,0
88,88,1003.0,0.5,501.5,0.25,24072,12,69,3,n2043-1,,,,,,0
88,88,1003.0,1.0,501.5,0.5,24072,24,81,1,n2031-1,,,,,,0
88,88,1003.0,1.0,501.5,0.5,24072,24,85,1,n2032-1,,,,,,0
88,88,1003.5,0.5,501.75,0.25,24084,12,64,3,n2045-1,,,,,,0
88,88,1004.0,0.5,502.0,0.25,24096,12,71,3,n2047-1,,,,,,0
88,88,1004.0,1.0,502.0,0.5,24096,24,83,1,n2034-1,,,,,,0
88,88,1004.0,0.5,502.0,0.25,24096,12,68,3,n2046-1,V|HC,1.5,6/8,,HC,2
88,88,1004.0,1.0,502.0,0.5,24096,24,80,1,n2033-1,,,,,,0
88,88,1004.5,0.5,502.25,0.25,24108,12,64,3,n2048-1,,,,,,0
88,88,1005.0,2.0,502.5,1.0,24120,48,80,2,n2038-1,,,,,,0
88,88,1005.0,0.5,502.5,0.25,24120,12,71,3,n2050-1,,,,,,0
88,88,1005.0,0.5,502.5,0.25,24120,12,68,3,n2049-1,,,,,,0
88,88,1005.0,1.0,502.5,0.5,24120,24,83,1,n2035-1,,,,,,0
88,88,1005.5,0.5,502.75,0.25,24132,12,64,3,n2051-1,,,,,,0
88,88,1006.0,1.0,503.0,0.5,24144,24,84,1,n2036-1,,,,,,0
88,88,1006.0,0.5,503.0,0.25,24144,12,72,3,n2053-1,,,,,,0
88,88,1006.0,0.5,503.0,0.25,24144,12,68,3,n2052-1,,,,,,0
88,88,1006.5,0.5,503.25,0.25,24156,12,64,3,n2054-1,,,,,,0
88,88,1007.0,1.0,503.5,0.5,24168,24,81,2,n2039-1,,,,,,0
88,88,1007.0,0.5,503.5,0.25,24168,12,69,3,n2055-1,V(64),0.5,6/8,,,0
88,88,1007.0,1.0,503.5,0.5,24168,24,85,1,n2037-1,,,,,,0
88,88,1007.0,0.5,503.5,0.25,24168,12,73,3,n2056-1,,,,,,0
88,88,1007.5,0.5,503.75,0.25,24180,12,64,3,n2057-1,,,,,,0
89,89,1008.0,1.0,504.0,0.5,24192,24,45,5,n2088-1,I,1.0,6/8,,,0
89,89,1008.0,0.5,504.0,0.25,24192,12,69,3,n2070-1,,,,,,0
89,89,1008.0,1.0,504.0,0.5,24192,24,57,5,n2089-1,,,,,,0
89,89,1008.0,0.5,504.0,0.25,24192,12,73,3,n2071-1,,,,,,0
89,89,1008.5,0.5,504.25,0.25,24204,12,64,3,n2072-1,,,,,,0
89,89,1009.0,0.5,504.5,0.25,24216,12,73,3,n2074-1,,,,,,0
89,89,1009.0,0.5,504.5,0.25,24216,12,69,3,n2073-1,,,,,,0
89,89,1009.0,1.0,504.5,0.5,24216,24,81,1,n2063-1,,,,,,0
89,89,1009.0,1.0,504.5,0.5,24216,24,85,1,n2064-1,,,,,,0
89,89,1009.5,0.5,504.75,0.25,24228,12,64,3,n2075-1,,,,,,0
89,89,1010.0,1.0,505.0,0.5,24240,24,83,1,n2065-1,,,,,,0
89,89,1010.0,0.5,505.0,0.25,24240,12,74,3,n2077-1,,,,,,0
89,89,1010.0,0.5,505.0,0.25,24240,12,71,3,n2076-1,V7,0.5,6/8,,,0
89,89,1010.0,1.0,505.0,0.5,24240,24,86,1,n2066-1,,,,,,0
89,89,1010.5,0.5,505.25,0.25,24252,12,64,3,n2078-1,,,,,,0
89,89,1011.0,1.0,505.5,0.5,24264,24,85,1,n2067-1,,,,,,0
89,89,1011.0,0.5,505.5,0.25,24264,12,76,3,n2080-1,,,,,,0
89,89,1011.0,1.0,505.5,0.5,24264,24,88,1,n2068-1,,,,,,0
89,89,1011.0,0.5,505.5,0.25,24264,12,73,3,n2079-1,I,1.0,6/8,,,0
89,89,1011.5,0.5,505.75,0.25,24276,12,69,3,n2081-1,,,,,,0
89,89,1012.0,1.0,506.0,0.5,24288,24,45,5,n2093-1,,,,,,0
89,89,1012.0,1.0,506.0,0.5,24288,24,57,5,n2094-1,,,,,,0
89,89,1012.0,0.5,506.0,0.25,24288,12,73,3,n2082-1,,,,,,0
89,89,1012.0,0.5,506.0,0.25,24288,12,76,3,n2083-1,,,,,,0
89,89,1012.5,0.5,506.25,0.25,24300,12,69,3,n2084-1,,,,,,0
89,89,1013.0,0.5,506.5,0.25,24312,12,78,3,n2086-1,,,,,,0
89,89,1013.0,1.0,506.5,0.5,24312,24,38,5,n2095-1,IV,0.5,6/8,,,0
89,89,1013.0,1.0,506.5,0.5,24312,24,50,5,n2096-1,,,,,,0
89,89,1013.0,0.5,506.5,0.25,24312,12,74,3,n2085-1,,,,,,0
89,89,1013.5,0.5,506.75,0.25,24324,12,69,3,n2087-1,,,,,,0
90,90,1014.0,0.5,507.0,0.25,24336,12,69,3,n2104-1,,,,,,0
90,90,1014.0,1.0,507.0,0.5,24336,24,52,5,n2119-1,,,,,,0
90,90,1014.0,0.5,507.0,0.25,24336,12,73,3,n2105-1,,,,,,0
90,90,1014.0,1.0,507.0,0.5,24336,24,40,5,n2118-1,V(64),1.0,6/8,,,0
90,90,1014.5,0.5,507.25,0.25,24348,12,64,3,n2106-1,,,,,,0
90,90,1015.0,1.0,507.5,0.5,24360,24,81,1,n2098-1,,,,,,0
90,90,1015.0,0.5,507.5,0.25,24360,12,69,3,n2107-1,,,,,,0
90,90,1015.0,1.0,507.5,0.5,24360,24,85,1,n2099-1,,,,,,0
90,90,1015.0,0.5,507.5,0.25,24360,12,73,3,n2108-1,,,,,,0
90,90,1015.5,0.5,507.75,0.25,24372,12,64,3,n2109-1,,,,,,0
90,90,1016.0,1.0,508.0,0.5,24384,24,83,1,n2101-1,,,,,,0
90,90,1016.0,1.0,508.0,0.5,24384,24,80,1,n2100-1,,,,,,0
90,90,1016.0,0.5,508.0,0.25,24384,12,71,3,n2111-1,,,,,,0
90,90,1016.0,0.5,508.0,0.25,24384,12,68,3,n2110-1,V,0.5,6/8,,,0
90,90,1016.5,0.5,508.25,0.25,24396,12,64,3,n2112-1,,,,,,0
90,90,1017.0,0.5,508.5,0.25,24408,12,69,3,n2113-1,I|PAC},2.75,6/8,,PAC,1
90,90,1017.0,1.0,508.5,0.5,24408,24,81,1,n2102-1,,,,,,0
90,90,1017.5,0.5,508.75,0.25,24420,12,64,3,n2114-1,,,,,,0
90,90,1018.0,0.5,509.0,0.25,24432,12,61,3,n2115-1,,,,,,0
90,90,1018.0,1.0,509.0,0.5,24432,24,57,5,n2123-1,,,,,,0
90,90,1018.5,0.5,509.25,0.25,24444,12,64,3,n2116-1,,,,,,0
90,90,1019.0,1.0,509.5,0.5,24456,24,69,3,n2117-1,,,,,,0
90,90,1019.0,1.0,509.5,0.5,24456,24,45,5,n2124-1,,,,,,0
81,81,1020.0,1.5,510.0,0.75,24480,36,76,1,n1839-2,,,,,,0
81,81,1020.0,0.5,510.0,0.25,24480,12,57,5,n1850-2,{,0.0,6/8,,,0
81,81,1020.5,0.5,510.25,0.25,24492,12,61,5,n1851-2,,,,,,0
81,81,1021.0,0.5,510.5,0.25,24504,12,64,5,n1852-2,,,,,,0
81,81,1021.5,0.5,510.75,0.25,24516,12,61,5,n1853-2,,,,,,0
81,81,1021.5,0.25,510.75,0.125,24516,6,78,1,n1840-2,,,,,,0
81,81,1021.75,0.25,510.875,0.125,24522,6,76,1,n1841-2,,,,,,0
81,81,1022.0,0.5,511.0,0.25,24528,12,64,5,n1854-2,,,,,,0
81,81,1022.0,0.25,511.0,0.125,24528,6,74,1,n1842-2,,,,,,0
81,81,1022.25,0.25,511.125,0.125,24534,6,73,1,n1843-2,,,,,,0
81,81,1022.5,0.5,511.25,0.25,24540,12,61,5,n1855-2,,,,,,0
81,81,1022.5,0.25,511.25,0.125,24540,6,71,1,n1844-2,,,,,,0
81,81,1022.75,0.25,511.375,0.125,24546,6,69,1,n1845-2,,,,,,0
81,81,1023.0,0.5,511.5,0.25,24552,12,57,5,n1856-2,IV64,3.0,6/8,,,0
81,81,1023.0,0.5,511.5,0.25,24552,12,77,1,n1846-2,,,,,,0
81,81,1023.5,0.5,511.75,0.25,24564,12,62,5,n1857-2,,,,,,0
81,81,1023.5,0.5,511.75,0.25,24564,12,78,1,n1847-2,,,,,,0
81,81,1024.0,1.0,512.0,0.5,24576,24,78,1,n1848-2,,,,,,0
81,81,1024.0,0.5,512.0,0.25,24576,12,66,5,n1858-2,,,,,,0
81,81,1024.5,0.5,512.25,0.25,24588,12,62,5,n1859-2,,,,,,0
81,81,1025.0,0.5,512.5,0.25,24600,12,66,5,n1860-2,,,,,,0
81,81,1025.5,0.5,512.75,0.25,24612,12,62,5,n1861-2,,,,,,0
82,82,1026.0,0.5,513.0,0.25,24624,12,81,1,n1862-2,,,,,,0
82,82,1026.0,0.5,513.0,0.25,24624,12,57,5,n1872-2,,,,,,0
82,82,1026.5,0.5,513.25,0.25,24636,12,62,5,n1873-2,,,,,,0
82,82,1026.5,0.5,513.25,0.25,24636,12,80,1,n1863-2,,,,,,0
82,82,1027.0,0.5,513.5,0.25,24648,12,66,5,n1874-2,,,,,,0
82,82,1027.0,0.5,513.5,0.25,24648,12,83,1,n1864-2,,,,,,0
82,82,1027.5,0.5,513.75,0.25,24660,12,62,5,n1875-2,,,,,,0
82,82,1027.5,0.5,513.75,0.25,24660,12,81,1,n1865-2,,,,,,0
82,82,1028.0,0.5,514.0,0.25,24672,12,80,1,n1866-2,,,,,,0
82,82,1028.0,0.5,514.0,0.25,24672,12,66,5,n1876-2,,,,,,0
82,82,1028.5,0.5,514.25,0.25,24684,12,78,1,n1867-2,,,,,,0
82,82,1028.5,0.5,514.25,0.25,24684,12,62,5,n1877-2,,,,,,0
82,82,1029.0,0.5,514.5,0.25,24696,12,57,5,n1878-2,I,3.0,6/8,,,0
82,82,1029.0,0.5,514.5,0.25,24696,12,75,1,n1868-2,,,,,,0
82,82,1029.5,0.5,514.75,0.25,24708,12,61,5,n1879-2,,,,,,0
82,82,1029.5,0.5,514.75,0.25,24708,12,76,1,n1869-2,,,,,,0
82,82,1030.0,1.0,515.0,0.5,24720,24,76,1,n1870-2,,,,,,0
82,82,1030.0,0.5,515.0,0.25,24720,12,64,5,n1880-2,,,,,,0
82,82,1030.5,0.5,515.25,0.25,24732,12,61,5,n1881-2,,,,,,0
82,82,1031.0,0.5,515.5,0.25,24744,12,64,5,n1882-2,,,,,,0
82,82,1031.5,0.5,515.75,0.25,24756,12,61,5,n1883-2,,,,,,0
83,83,1032.0,1.5,516.0,0.75,24768,36,76,1,n1884-2,,,,,,0
83,83,1032.0,1.0,516.0,0.5,24768,24,45,5,n1899-2,,,,,,0
83,83,1032.0,1.0,516.0,0.5,24768,24,49,5,n1900-2,,,,,,0
83,83,1033.0,1.0,516.5,0.5,24792,24,57,5,n1901-2,,,,,,0
83,83,1033.0,1.0,516.5,0.5,24792,24,61,5,n1902-2,,,,,,0
83,83,1033.5,0.25,516.75,0.125,24804,6,78,1,n1885-2,,,,,,0
83,83,1033.75,0.25,516.875,0.125,24810,6,76,1,n1886-2,,,,,,0
83,83,1034.0,0.25,517.0,0.125,24816,6,74,1,n1887-2,,,,,,0
83,83,1034.25,0.25,517.125,0.125,24822,6,73,1,n1888-2,,,,,,0
83,83,1034.5,0.25,517.25,0.125,24828,6,71,1,n1889-2,,,,,,0
83,83,1034.75,0.25,517.375,0.125,24834,6,69,1,n1890-2,,,,,,0
83,83,1035.0,1.0,517.5,0.5,24840,24,50,5,n1905-2,,,,,,0
83,83,1035.0,1.0,517.5,0.5,24840,24,47,5,n1904-2,viio6,1.5,6/8,,,0
83,83,1035.0,0.5,517.5,0.25,24840,12,76,1,n1891-2,,,,,,0
83,83,1035.5,1.0,517.75,0.5,24852,24,74,1,n1892-2,,,,,,0
83,83,1036.0,1.0,518.0,0.5,24864,24,62,5,n1907-2,,,,,,0
83,83,1036.0,1.0,518.0,0.5,24864,24,59,5,n1906-2,,,,,,0
83,83,1036.5,0.25,518.25,0.125,24876,6,76,1,n1893-2,,,,,,0
83,83,1036.75,0.25,518.375,0.125,24882,6,74,1,n1894-2,,,,,,0
83,83,1037.0,0.25,518.5,0.125,24888,6,73,1,n1895-2,,,,,,0
83,83,1037.25,0.25,518.625,0.125,24894,6,71,1,n1896-2,,,,,,0
83,83,1037.5,0.25,518.75,0.125,24900,6,69,1,n1897-2,,,,,,0
83,83,1037.75,0.25,518.875,0.125,24906,6,68,1,n1898-2,,,,,,0
84,84,1038.0,1.0,519.0,0.5,24912,24,69,1,n1909-2,,,,,,0
84,84,1038.0,1.0,519.0,0.5,24912,24,64,5,n1919-2,,,,,,0
84,84,1038.0,1.0,519.0,0.5,24912,24,61,5,n1918-2,I6,0.5,6/8,,,0
84,84,1039.0,1.0,519.5,0.5,24936,24,68,1,n1910-2,,,,,,0
84,84,1039.0,1.0,519.5,0.5,24936,24,59,5,n1920-2,viio6,0.5,6/8,,,0
84,84,1039.0,1.0,519.5,0.5,24936,24,62,5,n1921-2,,,,,,0
84,84,1040.0,1.0,520.0,0.5,24960,24,57,5,n1922-2,vii%43/V,0.5,6/8,,,0
84,84,1040.0,1.0,520.0,0.5,24960,24,61,5,n1923-2,,,,,,0
84,84,1040.0,1.0,520.0,0.5,24960,24,63,1,n1911-2,,,,,,0
84,84,1040.0,1.0,520.0,0.5,24960,24,69,1,n1912-2,,,,,,0
84,84,1041.0,2.0,520.5,1.0,24984,48,69,1,n1913-2,,,,,,0
84,84,1041.0,2.0,520.5,1.0,24984,48,73,1,n1914-2,,,,,,0
84,84,1041.0,3.0,520.5,1.5,24984,72,64,2,n1917-2,,,,,,0
84,84,1041.0,2.0,520.5,1.0,24984,48,61,5,n1925-2,,,,,,0
84,84,1041.0,3.0,520.5,1.5,24984,72,52,6,n1928-2,V(64)},1.0,6/8,,,0
84,84,1041.0,2.0,520.5,1.0,24984,48,57,5,n1924-2,,,,,,0
84,84,1043.0,1.0,521.5,0.5,25032,24,71,1,n1916-2,,,,,,0
84,84,1043.0,1.0,521.5,0.5,25032,24,56,5,n1926-2,V|HC,0.5,6/8,,HC,2
84,84,1043.0,1.0,521.5,0.5,25032,24,68,1,n1915-2,,,,,,0
84,84,1043.0,1.0,521.5,0.5,25032,24,59,5,n1927-2,,,,,,0
85,85,1044.0,1.0,522.0,0.5,25056,24,45,5,n1958-2,I{,3.0,6/8,,,0
85,85,1044.0,1.0,522.0,0.5,25056,24,57,5,n1959-2,,,,,,0
85,85,1044.0,0.5,522.0,0.25,25056,12,69,2,n1940-2,,,,,,0
85,85,1044.0,0.5,522.0,0.25,25056,12,73,2,n1941-2,,,,,,0
85,85,1044.5,0.5,522.25,0.25,25068,12,64,2,n1942-2,,,,,,0
85,85,1045.0,0.5,522.5,0.25,25080,12,73,2,n1944-2,,,,,,0
85,85,1045.0,1.0,522.5,0.5,25080,24,81,1,n1930-2,,,,,,0
85,85,1045.0,0.5,522.5,0.25,25080,12,69,2,n1943-2,,,,,,0
85,85,1045.0,1.0,522.5,0.5,25080,24,85,1,n1931-2,,,,,,0
85,85,1045.5,0.5,522.75,0.25,25092,12,64,2,n1945-2,,,,,,0
85,85,1046.0,0.5,523.0,0.25,25104,12,71,2,n1946-2,,,,,,0
85,85,1046.0,0.5,523.0,0.25,25104,12,74,2,n1947-2,,,,,,0
85,85,1046.0,1.0,523.0,0.5,25104,24,83,1,n1932-2,,,,,,0
85,85,1046.0,1.0,523.0,0.5,25104,24,86,1,n1933-2,,,,,,0
85,85,1046.5,0.5,523.25,0.25,25116,12,64,2,n1948-2,,,,,,0
85,85,1047.0,0.5,523.5,0.25,25128,12,73,2,n1949-2,,,,,,0
