onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
395.0,0.25,790.0,0.5,18960,12,41,5,n2511-1,176,176,,,,,,,,,,,,,
395.0,1.0,790.0,2.0,18960,48,57,1,n2506-1,176,176,,,,,,,,,,,,,
395.25,0.25,790.5,0.5,18972,12,40,5,n2512-1,176,176,,,,,,,,,,,,,
395.5,0.25,791.0,0.5,18984,12,38,5,n2513-1,176,176,,,,,,,,,,,,,
395.75,0.25,791.5,0.5,18996,12,36,5,n2514-1,176,176,,,,,,,,,,,,,
396.0,0.25,792.0,0.5,19008,12,34,5,n2521-1,177,177,1.0,2/2,,ii,,F,I,ii,,ii,,,m
396.0,0.25,792.0,0.5,19008,12,57,1,n2515-1,177,177,,,,,,,,,,,,,
396.25,0.25,792.5,0.5,19020,12,55,1,n2516-1,177,177,,,,,,,,,,,,,
396.25,0.25,792.5,0.5,19020,12,31,5,n2522-1,177,177,,,,,,,,,,,,,
396.5,0.25,793.0,0.5,19032,12,36,5,n2523-1,177,177,1.0,2/2,,V2,,F,I,V2,,V,,,Mm7
396.5,0.25,793.0,0.5,19032,12,55,1,n2517-1,177,177,,,,,,,,,,,,,
396.75,0.25,793.5,0.5,19044,12,34,5,n2524-1,177,177,,,,,,,,,,,,,
396.75,0.25,793.5,0.5,19044,12,52,1,n2518-1,177,177,,,,,,,,,,,,,
397.0,0.25,794.0,0.5,19056,12,33,5,n2525-1,177,177,2.0,2/2,,I,,F,I,I,,I,,,M
397.0,0.75,794.0,1.5,19056,36,53,1,n2519-1,177,177,,,,,,,,,,,,,
397.25,0.25,794.5,0.5,19068,12,29,5,n2526-1,177,177,,,,,,,,,,,,,
397.5,0.25,795.0,0.5,19080,12,38,5,n2527-1,177,177,,,,,,,,,,,,,
397.75,0.25,795.5,0.5,19092,12,57,1,n2520-1,177,177,,,,,,,,,,,,,
397.75,0.25,795.5,0.5,19092,12,36,5,n2528-1,177,177,,,,,,,,,,,,,
398.0,0.25,796.0,0.5,19104,12,34,5,n2534-1,178,178,1.0,2/2,,ii,,F,I,ii,,ii,,,m
398.0,0.25,796.0,0.5,19104,12,57,1,n2529-1,178,178,,,,,,,,,,,,,
398.25,0.25,796.5,0.5,19116,12,31,5,n2535-1,178,178,,,,,,,,,,,,,
398.25,0.25,796.5,0.5,19116,12,55,1,n2530-1,178,178,,,,,,,,,,,,,
398.5,0.25,797.0,0.5,19128,12,36,5,n2536-1,178,178,1.0,2/2,,V2,,F,I,V2,,V,,,Mm7
398.5,0.25,797.0,0.5,19128,12,55,1,n2531-1,178,178,,,,,,,,,,,,,
398.75,0.25,797.5,0.5,19140,12,34,5,n2537-1,178,178,,,,,,,,,,,,,
398.75,0.25,797.5,0.5,19140,12,52,1,n2532-1,178,178,,,,,,,,,,,,,
399.0,1.25,798.0,2.5,19152,60,60,1,n2533-1,178,178,,,,,,,,,,,,,
399.0,0.25,798.0,0.5,19152,12,33,5,n2538-1,178,178,2.0,2/2,,I6,,F,I,I6,,I,,,M
399.25,0.25,798.5,0.5,19164,12,36,5,n2539-1,178,178,,,,,,,,,,,,,
399.5,0.25,799.0,0.5,19176,12,41,5,n2540-1,178,178,,,,,,,,,,,,,
399.75,0.25,799.5,0.5,19188,12,40,5,n2541-1,178,178,,,,,,,,,,,,,
400.0,0.25,800.0,0.5,19200,12,38,5,n2550-1,179,179,1.0,2/2,,ii,,F,I,ii,,ii,,,m
400.25,0.25,800.5,0.5,19212,12,31,5,n2551-1,179,179,,,,,,,,,,,,,
400.25,0.25,800.5,0.5,19212,12,62,1,n2543-1,179,179,,,,,,,,,,,,,
400.5,0.25,801.0,0.5,19224,12,33,5,n2552-1,179,179,0.5,2/2,,I6,,F,I,I6,,I,,,M
400.5,0.25,801.0,0.5,19224,12,58,1,n2545-1,179,179,,,,,,,,,,,,,
400.5,0.0,801.0,0.0,19224,0,60,1,n2544-1,179,179,,,,,,,,,,,,,
400.75,0.125,801.5,0.25,19236,6,57,1,n2546-1,179,179,,,,,,,,,,,,,
400.75,0.25,801.5,0.5,19236,12,34,5,n2553-1,179,179,0.5,2/2,,ii6,,F,I,ii6,,ii,,,m
400.875,0.125,801.75,0.25,19242,6,55,1,n2547-1,179,179,,,,,,,,,,,,,
401.0,0.25,802.0,0.5,19248,12,36,5,n2554-1,179,179,1.0,2/2,,V(4),,F,I,V(4),,V,,,M
401.0,0.5,802.0,1.0,19248,24,53,1,n2548-1,179,179,,,,,,,,,,,,,
401.25,0.25,802.5,0.5,19260,12,35,5,n2555-1,179,179,,,,,,,,,,,,,
401.5,0.25,803.0,0.5,19272,12,36,5,n2556-1,179,179,1.0,2/2,,V,,F,I,V,,V,,,M
401.5,0.5,803.0,1.0,19272,24,52,1,n2549-1,179,179,,,,,,,,,,,,,
401.75,0.25,803.5,0.5,19284,12,34,5,n2557-1,179,179,,,,,,,,,,,,,
402.0,0.75,804.0,1.5,19296,36,53,1,n2558-1,180,180,,,,,,,,,,,,,
402.0,0.25,804.0,0.5,19296,12,33,5,n2564-1,180,180,2.0,2/2,,I6|EC,,F,I,I6,,I,EC,,M
402.25,0.25,804.5,0.5,19308,12,41,5,n2565-1,180,180,,,,,,,,,,,,,
402.5,0.25,805.0,0.5,19320,12,45,5,n2566-1,180,180,,,,,,,,,,,,,
402.75,0.25,805.5,0.5,19332,12,43,5,n2567-1,180,180,,,,,,,,,,,,,
402.75,0.0625,805.5,0.125,19332,3,55,1,n2559-1,180,180,,,,,,,,,,,,,
402.8125,0.0625,805.625,0.125,19335,3,53,1,n2560-1,180,180,,,,,,,,,,,,,
402.875,0.0625,805.75,0.125,19338,3,52,1,n2561-1,180,180,,,,,,,,,,,,,
402.9375,0.0625,805.875,0.125,19341,3,53,1,n2562-1,180,180,,,,,,,,,,,,,
403.0,0.25,806.0,0.5,19344,12,41,5,n2568-1,180,180,2.0,2/2,,I,,F,I,I,,I,,,M
403.0,1.0,806.0,2.0,19344,48,57,1,n2563-1,180,180,,,,,,,,,,,,,
403.25,0.25,806.5,0.5,19356,12,40,5,n2569-1,180,180,,,,,,,,,,,,,
403.5,0.25,807.0,0.5,19368,12,38,5,n2570-1,180,180,,,,,,,,,,,,,
403.75,0.25,807.5,0.5,19380,12,36,5,n2571-1,180,180,,,,,,,,,,,,,
404.0,0.25,808.0,0.5,19392,12,34,5,n2582-1,181,181,1.0,2/2,,ii,,F,I,ii,,ii,,,m
404.0,0.25,808.0,0.5,19392,12,57,1,n2572-1,181,181,,,,,,,,,,,,,
404.25,0.25,808.5,0.5,19404,12,31,5,n2583-1,181,181,,,,,,,,,,,,,
404.25,0.25,808.5,0.5,19404,12,55,1,n2573-1,181,181,,,,,,,,,,,,,
404.5,0.25,809.0,0.5,19416,12,36,5,n2584-1,181,181,1.0,2/2,,V2,,F,I,V2,,V,,,Mm7
404.5,0.25,809.0,0.5,19416,12,55,1,n2574-1,181,181,,,,,,,,,,,,,
404.75,0.25,809.5,0.5,19428,12,34,5,n2585-1,181,181,,,,,,,,,,,,,
404.75,0.25,809.5,0.5,19428,12,52,1,n2575-1,181,181,,,,,,,,,,,,,
405.0,0.25,810.0,0.5,19440,12,33,5,n2586-1,181,181,2.0,2/2,,I,,F,I,I,,I,,,M
405.0,0.25,810.0,0.5,19440,12,53,1,n2576-1,181,181,,,,,,,,,,,,,
405.25,0.083333336,810.5,0.16666667,19452,4,55,1,n2577-1,181,181,,,,,,,,,,,,,
405.25,0.25,810.5,0.5,19452,12,29,5,n2587-1,181,181,,,,,,,,,,,,,
405.33334,0.083333336,810.6667,0.16666667,19456,4,53,1,n2578-1,181,181,,,,,,,,,,,,,
405.41666,0.083333336,810.8333,0.16666667,19460,4,52,1,n2579-1,181,181,,,,,,,,,,,,,
405.5,0.25,811.0,0.5,19464,12,38,5,n2588-1,181,181,,,,,,,,,,,,,
405.5,0.25,811.0,0.5,19464,12,53,1,n2580-1,181,181,,,,,,,,,,,,,
405.75,0.25,811.5,0.5,19476,12,36,5,n2589-1,181,181,,,,,,,,,,,,,
405.75,0.25,811.5,0.5,19476,12,57,1,n2581-1,181,181,,,,,,,,,,,,,
406.0,0.25,812.0,0.5,19488,12,34,5,n2595-1,182,182,1.0,2/2,,ii,,F,I,ii,,ii,,,m
406.0,0.25,812.0,0.5,19488,12,57,1,n2590-1,182,182,,,,,,,,,,,,,
406.25,0.25,812.5,0.5,19500,12,55,1,n2591-1,182,182,,,,,,,,,,,,,
406.25,0.25,812.5,0.5,19500,12,31,5,n2596-1,182,182,,,,,,,,,,,,,
406.5,0.25,813.0,0.5,19512,12,36,5,n2597-1,182,182,1.0,2/2,,V2,,F,I,V2,,V,,,Mm7
406.5,0.25,813.0,0.5,19512,12,55,1,n2592-1,182,182,,,,,,,,,,,,,
406.75,0.25,813.5,0.5,19524,12,34,5,n2598-1,182,182,,,,,,,,,,,,,
406.75,0.25,813.5,0.5,19524,12,52,1,n2593-1,182,182,,,,,,,,,,,,,
407.0,0.25,814.0,0.5,19536,12,33,5,n2599-1,182,182,2.0,2/2,,I6,,F,I,I6,,I,,,M
407.0,1.25,814.0,2.5,19536,60,60,1,n2594-1,182,182,,,,,,,,,,,,,
407.25,0.25,814.5,0.5,19548,12,36,5,n2600-1,182,182,,,,,,,,,,,,,
407.5,0.25,815.0,0.5,19560,12,41,5,n2601-1,182,182,,,,,,,,,,,,,
407.75,0.25,815.5,0.5,19572,12,40,5,n2602-1,182,182,,,,,,,,,,,,,
408.0,0.25,816.0,0.5,19584,12,38,5,n2613-1,183,183,1.0,2/2,,ii,,F,I,ii,,ii,,,m
408.25,0.25,816.5,0.5,19596,12,31,5,n2614-1,183,183,,,,,,,,,,,,,
408.25,0.25,816.5,0.5,19596,12,62,1,n2604-1,183,183,,,,,,,,,,,,,
408.5,0.25,817.0,0.5,19608,12,33,5,n2615-1,183,183,0.5,2/2,,I6,,F,I,I6,,I,,,M
408.5,0.25,817.0,0.5,19608,12,58,1,n2606-1,183,183,,,,,,,,,,,,,
408.5,0.0,817.0,0.0,19608,0,60,1,n2605-1,183,183,,,,,,,,,,,,,
408.75,0.25,817.5,0.5,19620,12,34,5,n2616-1,183,183,0.5,2/2,,ii6,,F,I,ii6,,ii,,,m
408.75,0.125,817.5,0.25,19620,6,57,1,n2607-1,183,183,,,,,,,,,,,,,
408.875,0.125,817.75,0.25,19626,6,55,1,n2608-1,183,183,,,,,,,,,,,,,
409.0,0.25,818.0,0.5,19632,12,55,1,n2609-1,183,183,,,,,,,,,,,,,
409.0,0.5,818.0,1.0,19632,24,36,5,n2617-1,183,183,1.0,2/2,,V(4),,F,I,V(4),,V,,,M
409.25,0.25,818.5,0.5,19644,12,53,1,n2610-1,183,183,,,,,,,,,,,,,
409.5,0.5,819.0,1.0,19656,24,36,5,n2618-1,183,183,1.0,2/2,,V,,F,I,V,,V,,,M
409.5,0.25,819.0,0.5,19656,12,53,1,n2611-1,183,183,,,,,,,,,,,,,
409.75,0.25,819.5,0.5,19668,12,52,1,n2612-1,183,183,,,,,,,,,,,,,
410.0,0.5,820.0,1.0,19680,24,29,5,n2626-1,184,184,2.0,2/2,,I|PAC},,F,I,I,,I,PAC,},M
410.0,0.5,820.0,1.0,19680,24,41,5,n2627-1,184,184,,,,,,,,,,,,,
410.0,0.5,820.0,1.0,19680,24,53,1,n2619-1,184,184,,,,,,,,,,,,,
410.75,0.25,821.5,0.5,19716,12,48,1,n2621-1,184,184,,,,,,,,,,,,,
411.0,0.25,822.0,0.5,19728,12,58,1,n2622-1,184,184,2.0,2/2,,V7,,F,I,V7,,V,,,Mm7
411.25,0.25,822.5,0.5,19740,12,52,1,n2623-1,184,184,,,,,,,,,,,,,
411.5,0.5,823.0,1.0,19752,24,36,5,n2630-1,184,184,,,,,,,,,,,,,
411.5,0.5,823.0,1.0,19752,24,46,5,n2631-1,184,184,,,,,,,,,,,,,
411.5,0.25,823.0,0.5,19752,12,52,1,n2624-1,184,184,,,,,,,,,,,,,
411.75,0.25,823.5,0.5,19764,12,52,1,n2625-1,184,184,,,,,,,,,,,,,
412.0,0.5,824.0,1.0,19776,24,41,5,n2639-1,185,185,2.0,2/2,,I,,F,I,I,,I,,,M
412.0,0.5,824.0,1.0,19776,24,45,5,n2640-1,185,185,,,,,,,,,,,,,
412.0,0.5,824.0,1.0,19776,24,53,1,n2632-1,185,185,,,,,,,,,,,,,
412.75,0.25,825.5,0.5,19812,12,48,1,n2634-1,185,185,,,,,,,,,,,,,
413.0,0.25,826.0,0.5,19824,12,58,1,n2635-1,185,185,2.0,2/2,,V7,,F,I,V7,,V,,,Mm7
413.25,0.25,826.5,0.5,19836,12,52,1,n2636-1,185,185,,,,,,,,,,,,,
413.5,0.5,827.0,1.0,19848,24,36,5,n2643-1,185,185,,,,,,,,,,,,,
413.5,0.5,827.0,1.0,19848,24,46,5,n2644-1,185,185,,,,,,,,,,,,,
413.5,0.25,827.0,0.5,19848,12,52,1,n2637-1,185,185,,,,,,,,,,,,,
413.75,0.25,827.5,0.5,19860,12,52,1,n2638-1,185,185,,,,,,,,,,,,,
414.0,0.25,828.0,0.5,19872,12,60,1,n2645-1,186,186,2.0,2/2,,I,,F,I,I,,I,,,M
414.25,0.25,828.5,0.5,19884,12,53,1,n2646-1,186,186,,,,,,,,,,,,,
414.5,0.5,829.0,1.0,19896,24,41,5,n2654-1,186,186,,,,,,,,,,,,,
414.5,0.5,829.0,1.0,19896,24,45,5,n2655-1,186,186,,,,,,,,,,,,,
414.5,0.25,829.0,0.5,19896,12,53,1,n2647-1,186,186,,,,,,,,,,,,,
414.75,0.25,829.5,0.5,19908,12,53,1,n2648-1,186,186,,,,,,,,,,,,,
415.0,0.25,830.0,0.5,19920,12,62,1,n2649-1,186,186,2.0,2/2,,V7(9),,F,I,V7(9),,V,,,Mm7
415.25,0.25,830.5,0.5,19932,12,52,1,n2650-1,186,186,,,,,,,,,,,,,
415.5,0.5,831.0,1.0,19944,24,36,5,n2657-1,186,186,,,,,,,,,,,,,
415.5,0.5,831.0,1.0,19944,24,46,5,n2658-1,186,186,,,,,,,,,,,,,
415.5,0.25,831.0,0.5,19944,12,52,1,n2651-1,186,186,,,,,,,,,,,,,
415.75,0.25,831.5,0.5,19956,12,52,1,n2652-1,186,186,,,,,,,,,,,,,
416.0,1.5,832.0,3.0,19968,72,29,5,n2664-1,187,187,2.0,2/2,,I(74),,F,I,I(74),,I,,,M
416.0,1.5,832.0,3.0,19968,72,41,5,n2665-1,187,187,,,,,,,,,,,,,
416.0,1.0,832.0,2.0,19968,48,46,1,n2659-1,187,187,,,,,,,,,,,,,
416.0,1.0,832.0,2.0,19968,48,52,1,n2660-1,187,187,,,,,,,,,,,,,
417.0,0.5,834.0,1.0,20016,24,45,1,n2661-1,187,187,2.0,2/2,,I,,F,I,I,,I,,,M
417.0,0.5,834.0,1.0,20016,24,53,1,n2662-1,187,187,,,,,,,,,,,,,
