onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,volta,label,alt_label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
280.0,0.16666667,560.0,0.33333334,13440,8,72,1,n1611-1,119,119,4.0,2/2,,I,,F,I,I,,I,,,M
280.16666,0.16666667,560.3333,0.33333334,13448,8,65,1,n1612-1,119,119,,,,,,,,,,,,,
280.33334,0.16666667,560.6667,0.33333334,13456,8,67,1,n1613-1,119,119,,,,,,,,,,,,,
280.5,0.16666667,561.0,0.33333334,13464,8,68,1,n1614-1,119,119,,,,,,,,,,,,,
280.66666,0.16666667,561.3333,0.33333334,13472,8,69,1,n1615-1,119,119,,,,,,,,,,,,,
280.83334,0.16666667,561.6667,0.33333334,13480,8,70,1,n1616-1,119,119,,,,,,,,,,,,,
281.0,0.16666667,562.0,0.33333334,13488,8,71,1,n1617-1,119,119,,,,,,,,,,,,,
281.16666,0.16666667,562.3333,0.33333334,13496,8,72,1,n1618-1,119,119,,,,,,,,,,,,,
281.33334,0.16666667,562.6667,0.33333334,13504,8,73,1,n1619-1,119,119,,,,,,,,,,,,,
281.5,0.16666667,563.0,0.33333334,13512,8,74,1,n1620-1,119,119,,,,,,,,,,,,,
281.66666,0.16666667,563.3333,0.33333334,13520,8,75,1,n1621-1,119,119,,,,,,,,,,,,,
281.83334,0.16666667,563.6667,0.33333334,13528,8,76,1,n1622-1,119,119,,,,,,,,,,,,,
282.0,0.5,564.0,1.0,13536,24,69,5,n1630-1,120,120,2.0,2/2,,I6{,,F,I,I6,,I,,{,M
282.0,0.75,564.0,1.5,13536,36,77,1,n1624-1,120,120,,,,,,,,,,,,,
282.5,0.5,565.0,1.0,13560,24,72,5,n1631-1,120,120,,,,,,,,,,,,,
282.75,0.0625,565.5,0.125,13572,3,79,1,n1625-1,120,120,,,,,,,,,,,,,
282.8125,0.0625,565.625,0.125,13575,3,77,1,n1626-1,120,120,,,,,,,,,,,,,
282.875,0.0625,565.75,0.125,13578,3,76,1,n1627-1,120,120,,,,,,,,,,,,,
282.9375,0.0625,565.875,0.125,13581,3,77,1,n1628-1,120,120,,,,,,,,,,,,,
283.0,0.5,566.0,1.0,13584,24,65,5,n1632-1,120,120,2.0,2/2,,I,,F,I,I,,I,,,M
283.0,1.0,566.0,2.0,13584,48,81,1,n1629-1,120,120,,,,,,,,,,,,,
283.5,0.5,567.0,1.0,13608,24,72,5,n1633-1,120,120,,,,,,,,,,,,,
284.0,0.5,568.0,1.0,13632,24,70,5,n1644-1,121,121,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
284.0,0.25,568.0,0.5,13632,12,81,1,n1634-1,121,121,,,,,,,,,,,,,
284.25,0.25,568.5,0.5,13644,12,79,1,n1635-1,121,121,,,,,,,,,,,,,
284.5,0.5,569.0,1.0,13656,24,72,5,n1645-1,121,121,,,,,,,,,,,,,
284.5,0.25,569.0,0.5,13656,12,79,1,n1636-1,121,121,,,,,,,,,,,,,
284.75,0.25,569.5,0.5,13668,12,76,1,n1637-1,121,121,,,,,,,,,,,,,
285.0,0.25,570.0,0.5,13680,12,77,1,n1638-1,121,121,,,,,,,,,,,,,
285.0,0.5,570.0,1.0,13680,24,69,5,n1646-1,121,121,2.0,2/2,,I6,,F,I,I6,,I,,,M
285.25,0.083333336,570.5,0.16666667,13692,4,79,1,n1639-1,121,121,,,,,,,,,,,,,
285.33334,0.083333336,570.6667,0.16666667,13696,4,77,1,n1640-1,121,121,,,,,,,,,,,,,
285.41666,0.083333336,570.8333,0.16666667,13700,4,76,1,n1641-1,121,121,,,,,,,,,,,,,
285.5,0.5,571.0,1.0,13704,24,72,5,n1647-1,121,121,,,,,,,,,,,,,
285.5,0.25,571.0,0.5,13704,12,77,1,n1642-1,121,121,,,,,,,,,,,,,
285.75,0.25,571.5,0.5,13716,12,81,1,n1643-1,121,121,,,,,,,,,,,,,
286.0,0.5,572.0,1.0,13728,24,70,5,n1655-1,122,122,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
286.0,0.25,572.0,0.5,13728,12,78,1,n1648-1,122,122,,,,,,,,,,,,,
286.25,0.25,572.5,0.5,13740,12,79,1,n1649-1,122,122,,,,,,,,,,,,,
286.5,0.25,573.0,0.5,13752,12,82,1,n1650-1,122,122,,,,,,,,,,,,,
286.5,0.5,573.0,1.0,13752,24,72,5,n1656-1,122,122,,,,,,,,,,,,,
286.75,0.25,573.5,0.5,13764,12,76,1,n1651-1,122,122,,,,,,,,,,,,,
287.0,0.5,574.0,1.0,13776,24,69,5,n1657-1,122,122,2.0,2/2,,I6,,F,I,I6,,I,,,M
287.0,0.25,574.0,0.5,13776,12,79,1,n1652-1,122,122,,,,,,,,,,,,,
287.25,0.5,574.5,1.0,13788,24,77,1,n1653-1,122,122,,,,,,,,,,,,,
287.5,0.5,575.0,1.0,13800,24,72,5,n1658-1,122,122,,,,,,,,,,,,,
287.75,0.25,575.5,0.5,13812,12,81,1,n1654-1,122,122,,,,,,,,,,,,,
288.0,0.25,576.0,0.5,13824,12,67,5,n1671-1,123,123,1.0,2/2,,V43,,F,I,V43,,V,,,Mm7
288.0,0.25,576.0,0.5,13824,12,72,5,n1672-1,123,123,,,,,,,,,,,,,
288.25,0.125,576.5,0.25,13836,6,84,1,n1660-1,123,123,,,,,,,,,,,,,
288.375,0.125,576.75,0.25,13842,6,82,1,n1661-1,123,123,,,,,,,,,,,,,
288.5,0.25,577.0,0.5,13848,12,64,5,n1674-1,123,123,1.0,2/2,,V6,,F,I,V6,,V,,,M
288.5,0.25,577.0,0.5,13848,12,72,5,n1675-1,123,123,,,,,,,,,,,,,
288.75,0.125,577.5,0.25,13860,6,81,1,n1663-1,123,123,,,,,,,,,,,,,
288.875,0.125,577.75,0.25,13866,6,79,1,n1664-1,123,123,,,,,,,,,,,,,
289.0,0.25,578.0,0.5,13872,12,65,5,n1677-1,123,123,1.0,2/2,,I,,F,I,I,,I,,,M
289.0,0.25,578.0,0.5,13872,12,72,5,n1678-1,123,123,,,,,,,,,,,,,
289.25,0.125,578.5,0.25,13884,6,82,1,n1666-1,123,123,,,,,,,,,,,,,
289.375,0.125,578.75,0.25,13890,6,81,1,n1667-1,123,123,,,,,,,,,,,,,
289.5,0.25,579.0,0.5,13896,12,72,5,n1681-1,123,123,,,,,,,,,,,,,
289.5,0.25,579.0,0.5,13896,12,69,5,n1680-1,123,123,1.0,2/2,,I6,,F,I,I6,,I,,,M
289.75,0.125,579.5,0.25,13908,6,79,1,n1669-1,123,123,,,,,,,,,,,,,
289.875,0.125,579.75,0.25,13914,6,77,1,n1670-1,123,123,,,,,,,,,,,,,
290.0,0.5,580.0,1.0,13920,24,70,5,n1693-1,124,124,2.0,2/2,,IV,,F,I,IV,,IV,,,M
290.0,0.25,580.0,0.5,13920,12,74,1,n1683-1,124,124,,,,,,,,,,,,,
290.25,0.083333336,580.5,0.16666667,13932,4,76,1,n1684-1,124,124,,,,,,,,,,,,,
290.33334,0.083333336,580.6667,0.16666667,13936,4,74,1,n1685-1,124,124,,,,,,,,,,,,,
290.41666,0.083333336,580.8333,0.16666667,13940,4,73,1,n1686-1,124,124,,,,,,,,,,,,,
290.5,0.5,581.0,1.0,13944,24,58,5,n1694-1,124,124,,,,,,,,,,,,,
290.5,0.25,581.0,0.5,13944,12,74,1,n1687-1,124,124,,,,,,,,,,,,,
290.75,0.25,581.5,0.5,13956,12,76,1,n1688-1,124,124,,,,,,,,,,,,,
291.0,0.5,582.0,1.0,13968,24,62,5,n1695-1,124,124,1.0,2/2,,vi,IV6,F,I,vi,,vi,,,m
291.0,0.25,582.0,0.5,13968,12,77,1,n1689-1,124,124,,,,,,,,,,,,,
291.25,0.25,582.5,0.5,13980,12,78,1,n1690-1,124,124,,,,,,,,,,,,,
291.5,0.5,583.0,1.0,13992,24,59,6,n1697-1,124,124,1.0,2/2,,V65/V,,F,I,V65/V,,V,,,Mm7
291.5,1.0,583.0,2.0,13992,48,65,5,n1696-1,124,124,,,,,,,,,,,,,
291.5,0.25,583.0,0.5,13992,12,81,1,n1691-1,124,124,,,,,,,,,,,,,
291.75,0.25,583.5,0.5,14004,12,79,1,n1692-1,124,124,,,,,,,,,,,,,
292.0,1.5,584.0,3.0,14016,72,60,6,n1712-1,125,125,1.0,2/2,,V(4)},,F,I,V(4),,V,,},M
292.0,0.5,584.0,1.0,14016,24,79,1,n1698-1,125,125,,,,,,,,,,,,,
292.5,0.625,585.0,1.25,14040,30,72,1,n1699-1,125,125,,,,,,,,,,,,,
292.5,0.375,585.0,0.75,14040,18,64,5,n1709-1,125,125,3.0,2/2,,V,,F,I,V,,V,,,M
292.875,0.125,585.75,0.25,14058,6,62,5,n1710-1,125,125,,,,,,,,,,,,,
293.0,0.5,586.0,1.0,14064,24,64,5,n1711-1,125,125,0.0,2/2,,|HC,,F,I,,,,HC,,
293.125,0.125,586.25,0.25,14070,6,73,1,n1701-1,125,125,,,,,,,,,,,,,
293.25,0.125,586.5,0.25,14076,6,74,1,n1702-1,125,125,,,,,,,,,,,,,
293.375,0.125,586.75,0.25,14082,6,72,1,n1703-1,125,125,,,,,,,,,,,,,
293.5,0.25,587.0,0.5,14088,12,70,1,n1705-1,125,125,,,,,,,,,,,,,
293.5,0.0,587.0,0.0,14088,0,72,1,n1704-1,125,125,,,,,,,,,,,,,
293.75,0.125,587.5,0.25,14100,6,69,1,n1706-1,125,125,,,,,,,,,,,,,
293.875,0.125,587.75,0.25,14106,6,67,1,n1707-1,125,125,,,,,,,,,,,,,
294.0,0.25,588.0,0.5,14112,12,65,1,n1714-1,126,126,,,,,,,,,,,,,
294.0,0.5,588.0,1.0,14112,24,57,5,n1727-1,126,126,2.0,2/2,,I6{,,F,I,I6,,I,,{,M
294.25,0.125,588.5,0.25,14124,6,67,1,n1715-1,126,126,,,,,,,,,,,,,
294.375,0.125,588.75,0.25,14130,6,69,1,n1716-1,126,126,,,,,,,,,,,,,
294.5,0.5,589.0,1.0,14136,24,60,5,n1728-1,126,126,,,,,,,,,,,,,
294.5,0.125,589.0,0.25,14136,6,70,1,n1717-1,126,126,,,,,,,,,,,,,
294.625,0.125,589.25,0.25,14142,6,72,1,n1718-1,126,126,,,,,,,,,,,,,
294.75,0.125,589.5,0.25,14148,6,74,1,n1719-1,126,126,,,,,,,,,,,,,
294.875,0.125,589.75,0.25,14154,6,76,1,n1720-1,126,126,,,,,,,,,,,,,
295.0,0.5,590.0,1.0,14160,24,53,5,n1729-1,126,126,2.0,2/2,,I,,F,I,I,,I,,,M
295.0,0.125,590.0,0.25,14160,6,77,1,n1721-1,126,126,,,,,,,,,,,,,
295.125,0.125,590.25,0.25,14166,6,79,1,n1722-1,126,126,,,,,,,,,,,,,
295.25,0.125,590.5,0.25,14172,6,81,1,n1723-1,126,126,,,,,,,,,,,,,
295.375,0.125,590.75,0.25,14178,6,82,1,n1724-1,126,126,,,,,,,,,,,,,
295.5,0.5,591.0,1.0,14184,24,60,5,n1730-1,126,126,,,,,,,,,,,,,
295.5,0.25,591.0,0.5,14184,12,84,1,n1725-1,126,126,,,,,,,,,,,,,
295.75,0.25,591.5,0.5,14196,12,81,1,n1726-1,126,126,,,,,,,,,,,,,
296.0,0.5,592.0,1.0,14208,24,58,5,n1747-1,127,127,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
296.0,0.125,592.0,0.25,14208,6,79,1,n1731-1,127,127,,,,,,,,,,,,,
296.125,0.125,592.25,0.25,14214,6,81,1,n1732-1,127,127,,,,,,,,,,,,,
296.25,0.125,592.5,0.25,14220,6,82,1,n1733-1,127,127,,,,,,,,,,,,,
296.375,0.125,592.75,0.25,14226,6,79,1,n1734-1,127,127,,,,,,,,,,,,,
296.5,0.5,593.0,1.0,14232,24,60,5,n1748-1,127,127,,,,,,,,,,,,,
296.5,0.125,593.0,0.25,14232,6,76,1,n1735-1,127,127,,,,,,,,,,,,,
296.625,0.125,593.25,0.25,14238,6,77,1,n1736-1,127,127,,,,,,,,,,,,,
296.75,0.125,593.5,0.25,14244,6,79,1,n1737-1,127,127,,,,,,,,,,,,,
296.875,0.125,593.75,0.25,14250,6,76,1,n1738-1,127,127,,,,,,,,,,,,,
297.0,0.5,594.0,1.0,14256,24,57,5,n1749-1,127,127,2.0,2/2,,I6,,F,I,I6,,I,,,M
297.0,0.125,594.0,0.25,14256,6,77,1,n1739-1,127,127,,,,,,,,,,,,,
297.125,0.125,594.25,0.25,14262,6,84,1,n1740-1,127,127,,,,,,,,,,,,,
297.25,0.125,594.5,0.25,14268,6,83,1,n1741-1,127,127,,,,,,,,,,,,,
297.375,0.125,594.75,0.25,14274,6,84,1,n1742-1,127,127,,,,,,,,,,,,,
297.5,0.0,595.0,0.0,14280,0,86,1,n1743-1,127,127,,,,,,,,,,,,,
297.5,0.25,595.0,0.5,14280,12,84,1,n1744-1,127,127,,,,,,,,,,,,,
297.5,0.5,595.0,1.0,14280,24,60,5,n1750-1,127,127,,,,,,,,,,,,,
297.75,0.125,595.5,0.25,14292,6,82,1,n1745-1,127,127,,,,,,,,,,,,,
297.875,0.125,595.75,0.25,14298,6,81,1,n1746-1,127,127,,,,,,,,,,,,,
298.0,0.5,596.0,1.0,14304,24,58,5,n1764-1,128,128,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
298.0,0.125,596.0,0.25,14304,6,79,1,n1751-1,128,128,,,,,,,,,,,,,
298.125,0.125,596.25,0.25,14310,6,81,1,n1752-1,128,128,,,,,,,,,,,,,
298.25,0.125,596.5,0.25,14316,6,82,1,n1753-1,128,128,,,,,,,,,,,,,
298.375,0.125,596.75,0.25,14322,6,79,1,n1754-1,128,128,,,,,,,,,,,,,
298.5,0.125,597.0,0.25,14328,6,76,1,n1755-1,128,128,,,,,,,,,,,,,
298.5,0.5,597.0,1.0,14328,24,60,5,n1765-1,128,128,,,,,,,,,,,,,
298.625,0.125,597.25,0.25,14334,6,77,1,n1756-1,128,128,,,,,,,,,,,,,
298.75,0.125,597.5,0.25,14340,6,79,1,n1757-1,128,128,,,,,,,,,,,,,
298.875,0.125,597.75,0.25,14346,6,76,1,n1758-1,128,128,,,,,,,,,,,,,
299.0,0.5,598.0,1.0,14352,24,57,5,n1766-1,128,128,1.0,2/2,,I6,,F,I,I6,,I,,,M
299.0,0.25,598.0,0.5,14352,12,77,1,n1759-1,128,128,,,,,,,,,,,,,
299.25,0.5,598.5,1.0,14364,24,69,1,n1760-1,128,128,,,,,,,,,,,,,
299.25,0.5,598.5,1.0,14364,24,81,1,n1761-1,128,128,,,,,,,,,,,,,
299.5,0.5,599.0,1.0,14376,24,53,5,n1767-1,128,128,1.0,2/2,,I,,F,I,I,,I,,,M
299.5,0.5,599.0,1.0,14376,24,60,5,n1768-1,128,128,,,,,,,,,,,,,
299.75,0.5,599.5,1.0,14388,24,84,1,n1763-1,128,128,,,,,,,,,,,,,
299.75,0.5,599.5,1.0,14388,24,72,1,n1762-1,128,128,,,,,,,,,,,,,
300.0,0.5,600.0,1.0,14400,24,55,6,n1781-1,129,129,1.0,2/2,,V64,,F,I,V64,,V,,,M
300.0,1.5,600.0,3.0,14400,72,60,5,n1779-1,129,129,,,,,,,,,,,,,
300.25,0.5,600.5,1.0,14412,24,71,1,n1771-1,129,129,,,,,,,,,,,,,
300.25,0.5,600.5,1.0,14412,24,83,1,n1772-1,129,129,,,,,,,,,,,,,
300.5,0.5,601.0,1.0,14424,24,52,6,n1782-1,129,129,1.0,2/2,,V65,,F,I,V65,,V,,,Mm7
300.75,0.5,601.5,1.0,14436,24,70,1,n1773-1,129,129,,,,,,,,,,,,,
300.75,0.5,601.5,1.0,14436,24,82,1,n1774-1,129,129,,,,,,,,,,,,,
301.0,0.5,602.0,1.0,14448,24,53,6,n1783-1,129,129,1.0,2/2,,I(4),,F,I,I(4),,I,,,M
301.25,0.5,602.5,1.0,14460,24,80,1,n1776-1,129,129,,,,,,,,,,,,,
301.25,0.5,602.5,1.0,14460,24,68,1,n1775-1,129,129,,,,,,,,,,,,,
301.5,0.5,603.0,1.0,14472,24,50,6,n1784-1,129,129,1.0,2/2,,vi,,F,I,vi,,vi,,,m
301.5,0.5,603.0,1.0,14472,24,53,5,n1780-1,129,129,,,,,,,,,,,,,
301.75,0.25,603.5,0.5,14484,12,69,1,n1777-1,129,129,,,,,,,,,,,,,
301.75,0.25,603.5,0.5,14484,12,81,1,n1778-1,129,129,,,,,,,,,,,,,
302.0,0.5,604.0,1.0,14496,24,46,5,n1799-1,130,130,3.5,2/2,,ii6,,F,I,ii6,,ii,,,m
302.0,0.5,604.0,1.0,14496,24,50,5,n1800-1,130,130,,,,,,,,,,,,,
302.0,0.5,604.0,1.0,14496,24,55,5,n1801-1,130,130,,,,,,,,,,,,,
302.125,0.125,604.25,0.25,14502,6,67,1,n1786-1,130,130,,,,,,,,,,,,,
302.25,0.125,604.5,0.25,14508,6,69,1,n1787-1,130,130,,,,,,,,,,,,,
302.375,0.125,604.75,0.25,14514,6,70,1,n1788-1,130,130,,,,,,,,,,,,,
302.5,0.125,605.0,0.25,14520,6,72,1,n1789-1,130,130,,,,,,,,,,,,,
302.625,0.125,605.25,0.25,14526,6,74,1,n1790-1,130,130,,,,,,,,,,,,,
302.75,0.125,605.5,0.25,14532,6,76,1,n1791-1,130,130,,,,,,,,,,,,,
302.875,0.125,605.75,0.25,14538,6,78,1,n1792-1,130,130,,,,,,,,,,,,,
303.0,0.125,606.0,0.25,14544,6,79,1,n1793-1,130,130,,,,,,,,,,,,,
303.125,0.125,606.25,0.25,14550,6,81,1,n1794-1,130,130,,,,,,,,,,,,,
303.25,0.125,606.5,0.25,14556,6,82,1,n1795-1,130,130,,,,,,,,,,,,,
303.375,0.125,606.75,0.25,14562,6,84,1,n1796-1,130,130,,,,,,,,,,,,,
303.5,0.25,607.0,0.5,14568,12,86,1,n1797-1,130,130,,,,,,,,,,,,,
303.75,0.25,607.5,0.5,14580,12,76,1,n1798-1,130,130,,,,,,,,,,,,,
303.75,0.25,607.5,0.5,14580,12,70,5,n1806-1,130,130,,,,,,,,,,,,,
303.75,0.25,607.5,0.5,14580,12,60,5,n1805-1,130,130,0.5,2/2,,V7,,F,I,V7,,V,,,Mm7
304.0,1.5,608.0,3.0,14592,72,65,6,n1818-1,131,131,2.0,2/2,,I(94)},,F,I,I(94),,I,,},M
304.0,1.0,608.0,2.0,14592,48,70,5,n1816-1,131,131,,,,,,,,,,,,,
304.0,0.75,608.0,1.5,14592,36,79,1,n1807-1,131,131,,,,,,,,,,,,,
304.75,0.125,609.5,0.25,14628,6,81,1,n1808-1,131,131,,,,,,,,,,,,,
304.875,0.125,609.75,0.25,14634,6,79,1,n1809-1,131,131,,,,,,,,,,,,,
305.0,0.5,610.0,1.0,14640,24,69,5,n1817-1,131,131,2.0,2/2,,I|PAC,,F,I,I,,I,PAC,,M
305.0,0.16666667,610.0,0.33333334,14640,8,77,1,n1810-1,131,131,,,,,,,,,,,,,
305.16666,0.16666667,610.3333,0.33333334,14648,8,76,1,n1811-1,131,131,,,,,,,,,,,,,
305.33334,0.16666667,610.6667,0.33333334,14656,8,75,1,n1812-1,131,131,,,,,,,,,,,,,
305.5,0.16666667,611.0,0.33333334,14664,8,74,1,n1813-1,131,131,,,,,,,,,,,,,
305.66666,0.16666667,611.3333,0.33333334,14672,8,73,1,n1814-1,131,131,,,,,,,,,,,,,
305.83334,0.16666667,611.6667,0.33333334,14680,8,72,1,n1815-1,131,131,,,,,,,,,,,,,
306.0,0.5,612.0,1.0,14688,24,50,5,n1822-1,132,132,2.0,2/2,,IV6{,,F,I,IV6,,IV,,{,M
306.0,1.0,612.0,2.0,14688,48,70,1,n1820-1,132,132,,,,,,,,,,,,,
306.5,0.5,613.0,1.0,14712,24,53,5,n1823-1,132,132,,,,,,,,,,,,,
307.0,0.5,614.0,1.0,14736,24,48,5,n1824-1,132,132,2.0,2/2,,I64,,F,I,I64,,I,,,M
307.0,1.0,614.0,2.0,14736,48,69,1,n1821-1,132,132,,,,,,,,,,,,,
307.5,0.5,615.0,1.0,14760,24,53,5,n1825-1,132,132,,,,,,,,,,,,,
308.0,0.16666667,616.0,0.33333334,14784,8,67,1,n1826-1,133,133,,,,,,,,,,,,,
308.0,0.5,616.0,1.0,14784,24,48,5,n1835-1,133,133,,,,,,,,,,,,,
308.0,1.0,616.0,2.0,14784,48,46,6,n1839-1,133,133,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
308.16666,0.16666667,616.3333,0.33333334,14792,8,69,1,n1827-1,133,133,,,,,,,,,,,,,
308.33334,0.16666667,616.6667,0.33333334,14800,8,70,1,n1828-1,133,133,,,,,,,,,,,,,
308.5,0.5,617.0,1.0,14808,24,55,5,n1836-1,133,133,,,,,,,,,,,,,
308.5,0.16666667,617.0,0.33333334,14808,8,72,1,n1829-1,133,133,,,,,,,,,,,,,
308.66666,0.16666667,617.3333,0.33333334,14816,8,74,1,n1830-1,133,133,,,,,,,,,,,,,
308.83334,0.16666667,617.6667,0.33333334,14824,8,76,1,n1831-1,133,133,,,,,,,,,,,,,
309.0,1.0,618.0,2.0,14832,48,45,6,n1840-1,133,133,2.0,2/2,,I6,,F,I,I6,,I,,,M
309.0,0.5,618.0,1.0,14832,24,48,5,n1837-1,133,133,,,,,,,,,,,,,
309.0,0.5,618.0,1.0,14832,24,77,1,n1832-1,133,133,,,,,,,,,,,,,
309.5,0.5,619.0,1.0,14856,24,53,5,n1838-1,133,133,,,,,,,,,,,,,
309.75,0.25,619.5,0.5,14868,12,77,1,n1834-1,133,133,,,,,,,,,,,,,
310.0,0.5,620.0,1.0,14880,24,62,5,n1849-1,134,134,2.0,2/2,,viio6/V,,F,I,viio6/V,,vii,,,o
310.0,0.25,620.0,0.5,14880,12,84,1,n1841-1,134,134,,,,,,,,,,,,,
310.25,0.25,620.5,0.5,14892,12,83,1,n1842-1,134,134,,,,,,,,,,,,,
310.5,0.5,621.0,1.0,14904,24,65,5,n1850-1,134,134,,,,,,,,,,,,,
310.75,0.25,621.5,0.5,14916,12,82,1,n1844-1,134,134,,,,,,,,,,,,,
311.0,0.5,622.0,1.0,14928,24,60,5,n1851-1,134,134,2.0,2/2,,I64,,F,I,I64,,I,,,M
311.0,0.25,622.0,0.5,14928,12,80,1,n1845-1,134,134,,,,,,,,,,,,,
311.25,0.25,622.5,0.5,14940,12,81,1,n1846-1,134,134,,,,,,,,,,,,,
311.5,0.5,623.0,1.0,14952,24,65,5,n1852-1,134,134,,,,,,,,,,,,,
311.75,0.25,623.5,0.5,14964,12,81,1,n1848-1,134,134,,,,,,,,,,,,,
312.0,1.0,624.0,2.0,14976,48,58,6,n1867-1,135,135,2.0,2/2,,V2,,F,I,V2,,V,,,Mm7
312.0,0.5,624.0,1.0,14976,24,60,5,n1863-1,135,135,,,,,,,,,,,,,
312.0,0.125,624.0,0.25,14976,6,78,1,n1853-1,135,135,,,,,,,,,,,,,
312.125,0.125,624.25,0.25,14982,6,79,1,n1854-1,135,135,,,,,,,,,,,,,
312.25,0.125,624.5,0.25,14988,6,81,1,n1855-1,135,135,,,,,,,,,,,,,
312.375,0.125,624.75,0.25,14994,6,82,1,n1856-1,135,135,,,,,,,,,,,,,
312.5,0.5,625.0,1.0,15000,24,67,5,n1864-1,135,135,,,,,,,,,,,,,
312.5,0.125,625.0,0.25,15000,6,83,1,n1857-1,135,135,,,,,,,,,,,,,
312.625,0.125,625.25,0.25,15006,6,84,1,n1858-1,135,135,,,,,,,,,,,,,
312.75,0.125,625.5,0.25,15012,6,86,1,n1859-1,135,135,,,,,,,,,,,,,
312.875,0.125,625.75,0.25,15018,6,88,1,n1860-1,135,135,,,,,,,,,,,,,
313.0,1.0,626.0,2.0,15024,48,57,6,n1868-1,135,135,2.0,2/2,,I6,,F,I,I6,,I,,,M
313.0,0.5,626.0,1.0,15024,24,60,5,n1865-1,135,135,,,,,,,,,,,,,
313.0,0.5,626.0,1.0,15024,24,89,1,n1861-1,135,135,,,,,,,,,,,,,
313.5,0.5,627.0,1.0,15048,24,65,5,n1866-1,135,135,,,,,,,,,,,,,
314.0,0.375,628.0,0.75,15072,18,77,1,n1869-1,136,136,3.0,2/2,,viio6/V,,F,I,viio6/V,,vii,,,o
314.375,0.125,628.75,0.25,15090,6,74,1,n1870-1,136,136,,,,,,,,,,,,,
314.5,1.0,629.0,2.0,15096,48,71,1,n1871-1,136,136,,,,,,,,,,,,,
314.5,0.5,629.0,1.0,15096,24,65,5,n1875-1,136,136,,,,,,,,,,,,,
314.5,0.5,629.0,1.0,15096,24,62,5,n1874-1,136,136,,,,,,,,,,,,,
315.0,0.5,630.0,1.0,15120,24,62,5,n1876-1,136,136,,,,,,,,,,,,,
315.0,0.5,630.0,1.0,15120,24,65,5,n1877-1,136,136,,,,,,,,,,,,,
315.5,0.5,631.0,1.0,15144,24,60,5,n1878-1,136,136,1.0,2/2,,V,,F,I,V,,V,,,M
315.5,0.5,631.0,1.0,15144,24,64,5,n1879-1,136,136,,,,,,,,,,,,,
315.5,0.5,631.0,1.0,15144,24,72,1,n1872-1,136,136,,,,,,,,,,,,,
316.0,0.375,632.0,0.75,15168,18,74,1,n1880-1,137,137,3.0,2/2,,V65,,F,I,V65,,V,,,Mm7
316.375,0.125,632.75,0.25,15186,6,70,1,n1881-1,137,137,,,,,,,,,,,,,
316.5,1.0,633.0,2.0,15192,48,67,1,n1882-1,137,137,,,,,,,,,,,,,
316.5,0.5,633.0,1.0,15192,24,60,5,n1887-1,137,137,,,,,,,,,,,,,
316.5,0.5,633.0,1.0,15192,24,58,5,n1886-1,137,137,,,,,,,,,,,,,
316.5,0.5,633.0,1.0,15192,24,52,5,n1885-1,137,137,,,,,,,,,,,,,
317.0,0.5,634.0,1.0,15216,24,52,5,n1888-1,137,137,,,,,,,,,,,,,
317.0,0.5,634.0,1.0,15216,24,58,5,n1889-1,137,137,,,,,,,,,,,,,
317.0,0.5,634.0,1.0,15216,24,60,5,n1890-1,137,137,,,,,,,,,,,,,
317.5,0.5,635.0,1.0,15240,24,53,5,n1891-1,137,137,1.0,2/2,,I,,F,I,I,,I,,,M
317.5,0.5,635.0,1.0,15240,24,57,5,n1892-1,137,137,,,,,,,,,,,,,
317.5,0.5,635.0,1.0,15240,24,60,5,n1893-1,137,137,,,,,,,,,,,,,
317.5,0.5,635.0,1.0,15240,24,69,1,n1883-1,137,137,,,,,,,,,,,,,
318.0,0.25,636.0,0.5,15264,12,70,1,n1894-1,138,138,,,,,,,,,,,,,
318.0,1.0,636.0,2.0,15264,48,58,5,n1906-1,138,138,,,,,,,,,,,,,
318.0,1.5,636.0,3.0,15264,72,53,5,n1905-1,138,138,,,,,,,,,,,,,
318.0,1.0,636.0,2.0,15264,48,50,6,n1910-1,138,138,2.0,2/2,,IV6,,F,I,IV6,,IV,,,M
318.25,0.125,636.5,0.25,15276,6,72,1,n1895-1,138,138,,,,,,,,,,,,,
318.375,0.125,636.75,0.25,15282,6,74,1,n1896-1,138,138,,,,,,,,,,,,,
318.5,0.125,637.0,0.25,15288,6,72,1,n1897-1,138,138,,,,,,,,,,,,,
318.625,0.125,637.25,0.25,15294,6,70,1,n1898-1,138,138,,,,,,,,,,,,,
318.75,0.125,637.5,0.25,15300,6,69,1,n1899-1,138,138,,,,,,,,,,,,,
318.875,0.125,637.75,0.25,15306,6,67,1,n1900-1,138,138,,,,,,,,,,,,,
319.0,0.25,638.0,0.5,15312,12,65,1,n1901-1,138,138,,,,,,,,,,,,,
319.0,0.5,638.0,1.0,15312,24,57,5,n1908-1,138,138,,,,,,,,,,,,,
319.0,1.0,638.0,2.0,15312,48,48,6,n1911-1,138,138,1.0,2/2,,V(64),,F,I,V(64),,V,,,M
