onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,numeral,cadence,phraseend,chord_type
138.5,0.5,138.5,0.5,6648,24,60,5,n564-2,30,30,,,,,,,,,,
138.625,0.125,138.625,0.125,6654,6,72,1,n550-2,30,30,,,,,,,,,,
138.75,0.125,138.75,0.125,6660,6,71,1,n551-2,30,30,,,,,,,,,,
138.875,0.125,138.875,0.125,6666,6,72,1,n552-2,30,30,,,,,,,,,,
139.0,0.5,139.0,0.5,6672,24,57,5,n566-2,30,30,,,,,,,,,,
139.0,0.5,139.0,0.5,6672,24,45,5,n565-2,30,30,,,,,,,,,,
139.125,0.125,139.125,0.125,6678,6,69,1,n554-2,30,30,,,,,,,,,,
139.25,0.125,139.25,0.125,6684,6,68,1,n555-2,30,30,,,,,,,,,,
139.375,0.125,139.375,0.125,6690,6,69,1,n556-2,30,30,,,,,,,,,,
139.5,0.5,139.5,0.5,6696,24,53,5,n568-2,30,30,,,,,,,,,,
139.5,0.5,139.5,0.5,6696,24,41,5,n567-2,30,30,,,,,,,,,,
139.625,0.125,139.625,0.125,6702,6,65,1,n558-2,30,30,,,,,,,,,,
139.75,0.125,139.75,0.125,6708,6,64,1,n559-2,30,30,,,,,,,,,,
139.875,0.125,139.875,0.125,6714,6,65,1,n560-2,30,30,,,,,,,,,,
140.0,0.0,140.0,0.0,6720,0,67,1,n569-2,31,31,,,,,,,,,,
140.0,0.0,140.0,0.0,6720,0,72,1,n570-2,31,31,,,,,,,,,,
140.0,0.5,140.0,0.5,6720,24,76,1,n571-2,31,31,,,,,,,,,,
140.0,0.125,140.0,0.125,6720,6,60,5,n578-2,31,31,2.0,2/4,V7,Bb,V,V7,V,,,Mm7
140.125,0.125,140.125,0.125,6726,6,67,5,n579-2,31,31,,,,,,,,,,
140.25,0.125,140.25,0.125,6732,6,70,5,n580-2,31,31,,,,,,,,,,
140.375,0.125,140.375,0.125,6738,6,67,5,n581-2,31,31,,,,,,,,,,
140.5,0.125,140.5,0.125,6744,6,60,5,n582-2,31,31,,,,,,,,,,
140.625,0.125,140.625,0.125,6750,6,67,5,n583-2,31,31,,,,,,,,,,
140.75,0.125,140.75,0.125,6756,6,70,5,n584-2,31,31,,,,,,,,,,
140.75,0.25,140.75,0.25,6756,12,82,1,n573-2,31,31,,,,,,,,,,
140.875,0.125,140.875,0.125,6762,6,67,5,n585-2,31,31,,,,,,,,,,
141.0,0.125,141.0,0.125,6768,6,60,5,n586-2,31,31,,,,,,,,,,
141.0,0.25,141.0,0.25,6768,12,81,1,n574-2,31,31,,,,,,,,,,
141.125,0.125,141.125,0.125,6774,6,67,5,n587-2,31,31,,,,,,,,,,
141.25,0.25,141.25,0.25,6780,12,79,1,n575-2,31,31,,,,,,,,,,
141.25,0.125,141.25,0.125,6780,6,70,5,n588-2,31,31,,,,,,,,,,
141.375,0.125,141.375,0.125,6786,6,67,5,n589-2,31,31,,,,,,,,,,
141.5,0.125,141.5,0.125,6792,6,60,5,n590-2,31,31,,,,,,,,,,
141.5,0.25,141.5,0.25,6792,12,77,1,n576-2,31,31,,,,,,,,,,
141.625,0.125,141.625,0.125,6798,6,67,5,n591-2,31,31,,,,,,,,,,
141.75,0.25,141.75,0.25,6804,12,76,1,n577-2,31,31,,,,,,,,,,
141.75,0.125,141.75,0.125,6804,6,70,5,n592-2,31,31,,,,,,,,,,
141.875,0.125,141.875,0.125,6810,6,67,5,n593-2,31,31,,,,,,,,,,
142.0,0.25,142.0,0.25,6816,12,79,1,n594-2,32,32,,,,,,,,,,
142.0,0.125,142.0,0.125,6816,6,60,5,n602-2,32,32,1.0,2/4,V(64),Bb,V,V(64),V,,,M
142.125,0.125,142.125,0.125,6822,6,65,5,n603-2,32,32,,,,,,,,,,
142.25,0.25,142.25,0.25,6828,12,77,1,n595-2,32,32,,,,,,,,,,
142.25,0.125,142.25,0.125,6828,6,69,5,n604-2,32,32,,,,,,,,,,
142.375,0.125,142.375,0.125,6834,6,65,5,n605-2,32,32,,,,,,,,,,
142.5,0.125,142.5,0.125,6840,6,60,5,n606-2,32,32,,,,,,,,,,
142.625,0.125,142.625,0.125,6846,6,65,5,n607-2,32,32,,,,,,,,,,
142.75,0.125,142.75,0.125,6852,6,69,5,n608-2,32,32,,,,,,,,,,
142.75,0.25,142.75,0.25,6852,12,84,1,n597-2,32,32,,,,,,,,,,
142.875,0.125,142.875,0.125,6858,6,65,5,n609-2,32,32,,,,,,,,,,
143.0,0.125,143.0,0.125,6864,6,60,5,n610-2,32,32,1.0,2/4,#viio43/ii,Bb,V,#viio43/ii,#vii,,,o7
143.0,0.25,143.0,0.25,6864,12,82,1,n598-2,32,32,,,,,,,,,,
143.125,0.125,143.125,0.125,6870,6,63,5,n611-2,32,32,,,,,,,,,,
143.25,0.125,143.25,0.125,6876,6,66,5,n612-2,32,32,,,,,,,,,,
143.25,0.25,143.25,0.25,6876,12,81,1,n599-2,32,32,,,,,,,,,,
143.375,0.125,143.375,0.125,6882,6,63,5,n613-2,32,32,,,,,,,,,,
143.5,0.125,143.5,0.125,6888,6,60,5,n614-2,32,32,,,,,,,,,,
143.5,0.25,143.5,0.25,6888,12,79,1,n600-2,32,32,,,,,,,,,,
143.625,0.125,143.625,0.125,6894,6,63,5,n615-2,32,32,,,,,,,,,,
143.75,0.125,143.75,0.125,6900,6,69,5,n616-2,32,32,,,,,,,,,,
143.75,0.25,143.75,0.25,6900,12,78,1,n601-2,32,32,,,,,,,,,,
143.875,0.125,143.875,0.125,6906,6,63,5,n617-2,32,32,,,,,,,,,,
144.0,0.375,144.0,0.375,6912,18,79,1,n618-2,33,33,,,,,,,,,,
144.0,0.125,144.0,0.125,6912,6,58,5,n627-2,33,33,1.0,2/4,ii6,Bb,V,ii6,ii,,,m
144.125,0.125,144.125,0.125,6918,6,62,5,n628-2,33,33,,,,,,,,,,
144.25,0.125,144.25,0.125,6924,6,67,5,n629-2,33,33,,,,,,,,,,
144.375,0.125,144.375,0.125,6930,6,81,1,n619-2,33,33,,,,,,,,,,
144.375,0.125,144.375,0.125,6930,6,62,5,n630-2,33,33,,,,,,,,,,
144.5,0.25,144.5,0.25,6936,12,82,1,n621-2,33,33,,,,,,,,,,
144.5,0.0,144.5,0.0,6936,0,81,1,n620-2,33,33,,,,,,,,,,
144.5,0.125,144.5,0.125,6936,6,58,5,n631-2,33,33,,,,,,,,,,
144.625,0.125,144.625,0.125,6942,6,62,5,n632-2,33,33,,,,,,,,,,
144.75,0.125,144.75,0.125,6948,6,67,5,n633-2,33,33,,,,,,,,,,
144.75,0.125,144.75,0.125,6948,6,84,1,n622-2,33,33,,,,,,,,,,
144.875,0.125,144.875,0.125,6954,6,86,1,n623-2,33,33,,,,,,,,,,
144.875,0.125,144.875,0.125,6954,6,62,5,n634-2,33,33,,,,,,,,,,
145.0,0.0,145.0,0.0,6960,0,86,1,n624-2,33,33,,,,,,,,,,
145.0,0.5,145.0,0.5,6960,24,77,1,n625-2,33,33,,,,,,,,,,
145.0,0.125,145.0,0.125,6960,6,60,5,n635-2,33,33,0.5,2/4,V(64),Bb,V,V(64),V,,,M
145.125,0.125,145.125,0.125,6966,6,65,5,n636-2,33,33,,,,,,,,,,
145.25,0.125,145.25,0.125,6972,6,69,5,n637-2,33,33,,,,,,,,,,
145.375,0.125,145.375,0.125,6978,6,65,5,n638-2,33,33,,,,,,,,,,
145.5,0.5,145.5,0.5,6984,24,79,1,n626-2,33,33,,,,,,,,,,
145.5,0.125,145.5,0.125,6984,6,60,5,n639-2,33,33,0.5,2/4,V7,Bb,V,V7,V,,,Mm7
145.625,0.125,145.625,0.125,6990,6,64,5,n640-2,33,33,,,,,,,,,,
145.75,0.125,145.75,0.125,6996,6,70,5,n641-2,33,33,,,,,,,,,,
145.875,0.125,145.875,0.125,7002,6,64,5,n642-2,33,33,,,,,,,,,,
146.0,0.5,146.0,0.5,7008,24,65,5,n652-2,34,34,1.0,2/4,I|EC}{,Bb,V,I,I,EC,}{,M
146.0,0.5,146.0,0.5,7008,24,69,5,n653-2,34,34,,,,,,,,,,
146.25,0.125,146.25,0.125,7020,6,84,1,n644-2,34,34,,,,,,,,,,
146.375,0.125,146.375,0.125,7026,6,81,1,n645-2,34,34,,,,,,,,,,
146.5,0.125,146.5,0.125,7032,6,77,1,n646-2,34,34,,,,,,,,,,
146.625,0.125,146.625,0.125,7038,6,72,1,n647-2,34,34,,,,,,,,,,
146.75,0.125,146.75,0.125,7044,6,69,1,n648-2,34,34,,,,,,,,,,
146.875,0.125,146.875,0.125,7050,6,65,1,n649-2,34,34,,,,,,,,,,
147.0,1.25,147.0,1.25,7056,60,63,1,n651-2,34,34,,,,,,,,,,
147.0,1.25,147.0,1.25,7056,60,60,1,n650-2,34,34,1.0,2/4,V7/IV,Bb,V,V7/IV,V,,,Mm7
147.25,0.25,147.25,0.25,7068,12,41,5,n656-2,34,34,,,,,,,,,,
147.25,0.25,147.25,0.25,7068,12,53,5,n657-2,34,34,,,,,,,,,,
147.5,0.25,147.5,0.25,7080,12,57,5,n659-2,34,34,,,,,,,,,,
147.5,0.25,147.5,0.25,7080,12,45,5,n658-2,34,34,,,,,,,,,,
147.75,0.25,147.75,0.25,7092,12,53,5,n661-2,34,34,,,,,,,,,,
147.75,0.25,147.75,0.25,7092,12,41,5,n660-2,34,34,,,,,,,,,,
148.0,0.5,148.0,0.5,7104,24,58,5,n675-2,35,35,,,,,,,,,,
148.0,0.5,148.0,0.5,7104,24,46,5,n674-2,35,35,0.5,2/4,IV,Bb,V,IV,IV,,,M
148.25,0.25,148.25,0.25,7116,12,62,1,n664-2,35,35,,,,,,,,,,
148.5,0.5,148.5,0.5,7128,24,55,5,n676-2,35,35,0.5,2/4,ii,Bb,V,ii,ii,,,m
148.75,0.25,148.75,0.25,7140,12,70,1,n666-2,35,35,,,,,,,,,,
148.75,0.25,148.75,0.25,7140,12,74,1,n667-2,35,35,,,,,,,,,,
149.0,0.5,149.0,0.5,7152,24,60,5,n677-2,35,35,0.5,2/4,V(64),Bb,V,V(64),V,,,M
149.25,0.25,149.25,0.25,7164,12,69,1,n669-2,35,35,,,,,,,,,,
149.25,0.25,149.25,0.25,7164,12,72,1,n670-2,35,35,,,,,,,,,,
149.5,0.5,149.5,0.5,7176,24,48,5,n678-2,35,35,0.5,2/4,V7,Bb,V,V7,V,,,Mm7
149.75,0.25,149.75,0.25,7188,12,58,1,n672-2,35,35,,,,,,,,,,
149.75,0.25,149.75,0.25,7188,12,64,1,n673-2,35,35,,,,,,,,,,
150.0,0.5,150.0,0.5,7200,24,57,5,n689-2,36,36,,,,,,,,,,
150.0,0.5,150.0,0.5,7200,24,53,5,n688-2,36,36,1.0,2/4,I|EC}{,Bb,V,I,I,EC,}{,M
150.25,0.125,150.25,0.125,7212,6,84,1,n680-2,36,36,,,,,,,,,,
150.375,0.125,150.375,0.125,7218,6,81,1,n681-2,36,36,,,,,,,,,,
150.5,0.125,150.5,0.125,7224,6,77,1,n682-2,36,36,,,,,,,,,,
150.625,0.125,150.625,0.125,7230,6,72,1,n683-2,36,36,,,,,,,,,,
150.75,0.125,150.75,0.125,7236,6,69,1,n684-2,36,36,,,,,,,,,,
150.875,0.125,150.875,0.125,7242,6,65,1,n685-2,36,36,,,,,,,,,,
151.0,1.25,151.0,1.25,7248,60,60,1,n686-2,36,36,1.0,2/4,V7/IV,Bb,V,V7/IV,V,,,Mm7
151.0,1.25,151.0,1.25,7248,60,63,1,n687-2,36,36,,,,,,,,,,
151.25,0.25,151.25,0.25,7260,12,41,5,n692-2,36,36,,,,,,,,,,
151.25,0.25,151.25,0.25,7260,12,53,5,n693-2,36,36,,,,,,,,,,
151.5,0.25,151.5,0.25,7272,12,45,5,n694-2,36,36,,,,,,,,,,
151.5,0.25,151.5,0.25,7272,12,57,5,n695-2,36,36,,,,,,,,,,
151.75,0.25,151.75,0.25,7284,12,41,5,n696-2,36,36,,,,,,,,,,
151.75,0.25,151.75,0.25,7284,12,53,5,n697-2,36,36,,,,,,,,,,
152.0,0.5,152.0,0.5,7296,24,46,5,n710-2,37,37,0.5,2/4,IV,Bb,V,IV,IV,,,M
152.0,0.5,152.0,0.5,7296,24,58,5,n711-2,37,37,,,,,,,,,,
152.25,0.25,152.25,0.25,7308,12,62,1,n700-2,37,37,,,,,,,,,,
152.5,0.5,152.5,0.5,7320,24,55,5,n712-2,37,37,0.5,2/4,ii,Bb,V,ii,ii,,,m
152.75,0.25,152.75,0.25,7332,12,70,1,n702-2,37,37,,,,,,,,,,
152.75,0.25,152.75,0.25,7332,12,74,1,n703-2,37,37,,,,,,,,,,
153.0,0.5,153.0,0.5,7344,24,60,5,n713-2,37,37,0.5,2/4,V(64),Bb,V,V(64),V,,,M
153.25,0.25,153.25,0.25,7356,12,69,1,n705-2,37,37,,,,,,,,,,
153.25,0.25,153.25,0.25,7356,12,72,1,n706-2,37,37,,,,,,,,,,
153.5,0.5,153.5,0.5,7368,24,48,5,n714-2,37,37,0.5,2/4,V7,Bb,V,V7,V,,,Mm7
153.75,0.25,153.75,0.25,7380,12,58,1,n708-2,37,37,,,,,,,,,,
153.75,0.25,153.75,0.25,7380,12,64,1,n709-2,37,37,,,,,,,,,,
154.0,0.125,154.0,0.125,7392,6,41,5,n727-2,38,38,1.0,2/4,I[I|PAC},Bb,V,I,I,PAC,},M
154.0,0.5,154.0,0.5,7392,24,57,1,n715-2,38,38,,,,,,,,,,
154.0,0.5,154.0,0.5,7392,24,65,1,n716-2,38,38,,,,,,,,,,
154.125,0.125,154.125,0.125,7398,6,53,5,n728-2,38,38,,,,,,,,,,
154.25,0.125,154.25,0.125,7404,6,52,5,n729-2,38,38,,,,,,,,,,
154.375,0.125,154.375,0.125,7410,6,53,5,n730-2,38,38,,,,,,,,,,
154.5,0.125,154.5,0.125,7416,6,41,5,n731-2,38,38,,,,,,,,,,
154.625,0.125,154.625,0.125,7422,6,53,5,n732-2,38,38,,,,,,,,,,
154.75,0.125,154.75,0.125,7428,6,52,5,n733-2,38,38,,,,,,,,,,
154.75,0.25,154.75,0.25,7428,12,65,1,n718-2,38,38,,,,,,,,,,
154.75,0.25,154.75,0.25,7428,12,69,1,n719-2,38,38,,,,,,,,,,
154.875,0.125,154.875,0.125,7434,6,53,5,n734-2,38,38,,,,,,,,,,
155.0,0.25,155.0,0.25,7440,12,67,1,n721-2,38,38,,,,,,,,,,
155.0,0.125,155.0,0.125,7440,6,41,5,n735-2,38,38,1.0,2/4,viio,Bb,V,viio,vii,,,o
155.0,0.25,155.0,0.25,7440,12,64,1,n720-2,38,38,,,,,,,,,,
155.125,0.125,155.125,0.125,7446,6,53,5,n736-2,38,38,,,,,,,,,,
155.25,0.125,155.25,0.125,7452,6,52,5,n737-2,38,38,,,,,,,,,,
155.25,0.25,155.25,0.25,7452,12,67,1,n723-2,38,38,,,,,,,,,,
155.25,0.25,155.25,0.25,7452,12,64,1,n722-2,38,38,,,,,,,,,,
155.375,0.125,155.375,0.125,7458,6,53,5,n738-2,38,38,,,,,,,,,,
155.5,0.125,155.5,0.125,7464,6,41,5,n739-2,38,38,,,,,,,,,,
155.625,0.125,155.625,0.125,7470,6,53,5,n740-2,38,38,,,,,,,,,,
155.75,0.25,155.75,0.25,7476,12,70,1,n726-2,38,38,,,,,,,,,,
155.75,0.125,155.75,0.125,7476,6,52,5,n741-2,38,38,,,,,,,,,,
155.75,0.25,155.75,0.25,7476,12,67,1,n725-2,38,38,,,,,,,,,,
155.875,0.125,155.875,0.125,7482,6,53,5,n742-2,38,38,,,,,,,,,,
156.0,0.25,156.0,0.25,7488,12,65,1,n743-2,39,39,,,,,,,,,,
156.0,0.25,156.0,0.25,7488,12,69,1,n744-2,39,39,,,,,,,,,,
156.0,0.125,156.0,0.125,7488,6,41,5,n758-2,39,39,1.0,2/4,I,Bb,V,I,I,,,M
156.125,0.125,156.125,0.125,7494,6,53,5,n759-2,39,39,,,,,,,,,,
156.25,0.125,156.25,0.125,7500,6,52,5,n760-2,39,39,,,,,,,,,,
156.25,0.25,156.25,0.25,7500,12,65,1,n745-2,39,39,,,,,,,,,,
156.25,0.25,156.25,0.25,7500,12,69,1,n746-2,39,39,,,,,,,,,,
156.375,0.125,156.375,0.125,7506,6,53,5,n761-2,39,39,,,,,,,,,,
156.5,0.125,156.5,0.125,7512,6,41,5,n762-2,39,39,,,,,,,,,,
156.625,0.125,156.625,0.125,7518,6,53,5,n763-2,39,39,,,,,,,,,,
156.75,0.125,156.75,0.125,7524,6,52,5,n764-2,39,39,,,,,,,,,,
156.75,0.25,156.75,0.25,7524,12,81,1,n749-2,39,39,,,,,,,,,,
156.75,0.25,156.75,0.25,7524,12,77,1,n748-2,39,39,,,,,,,,,,
156.875,0.125,156.875,0.125,7530,6,53,5,n765-2,39,39,,,,,,,,,,
157.0,0.25,157.0,0.25,7536,12,79,1,n751-2,39,39,,,,,,,,,,
157.0,0.25,157.0,0.25,7536,12,76,1,n750-2,39,39,,,,,,,,,,
157.0,0.125,157.0,0.125,7536,6,41,5,n766-2,39,39,2.0,2/4,viio,Bb,V,viio,vii,,,o
157.125,0.125,157.125,0.125,7542,6,53,5,n767-2,39,39,,,,,,,,,,
157.25,0.25,157.25,0.25,7548,12,79,1,n753-2,39,39,,,,,,,,,,
157.25,0.25,157.25,0.25,7548,12,76,1,n752-2,39,39,,,,,,,,,,
157.25,0.125,157.25,0.125,7548,6,52,5,n768-2,39,39,,,,,,,,,,
157.375,0.125,157.375,0.125,7554,6,53,5,n769-2,39,39,,,,,,,,,,
157.5,0.125,157.5,0.125,7560,6,41,5,n770-2,39,39,,,,,,,,,,
157.625,0.125,157.625,0.125,7566,6,53,5,n771-2,39,39,,,,,,,,,,
157.75,0.25,157.75,0.25,7572,12,79,1,n756-2,39,39,,,,,,,,,,
157.75,0.25,157.75,0.25,7572,12,76,1,n755-2,39,39,,,,,,,,,,
157.75,0.125,157.75,0.125,7572,6,52,5,n772-2,39,39,,,,,,,,,,
157.75,0.25,157.75,0.25,7572,12,82,1,n757-2,39,39,,,,,,,,,,
157.875,0.125,157.875,0.125,7578,6,53,5,n773-2,39,39,,,,,,,,,,
158.0,1.0,158.0,1.0,7584,48,82,1,n776-2,40,40,,,,,,,,,,
158.0,1.5,158.0,1.5,7584,72,53,5,n781-2,40,40,,,,,,,,,,
158.0,1.0,158.0,1.0,7584,48,76,1,n774-2,40,40,,,,,,,,,,
158.0,1.5,158.0,1.5,7584,72,41,5,n780-2,40,40,,,,,,,,,,
158.0,1.0,158.0,1.0,7584,48,79,1,n775-2,40,40,,,,,,,,,,
159.0,0.5,159.0,0.5,7632,24,77,1,n777-2,40,40,1.0,2/4,I],Bb,V,I,I,,,M
159.0,0.5,159.0,0.5,7632,24,81,1,n778-2,40,40,,,,,,,,,,
160.0,0.125,160.0,0.125,7680,6,65,5,n793-1,41,41,2.0,2/4,I{,Bb,V,I,I,,{,M
160.0,0.0,160.0,0.0,7680,0,71,1,n785-1,41,41,,,,,,,,,,
160.0,1.25,160.0,1.25,7680,60,72,1,n788-1,41,41,,,,,,,,,,
160.0,0.0,160.0,0.0,7680,0,72,1,n786-1,41,41,,,,,,,,,,
160.0,0.0,160.0,0.0,7680,0,74,1,n787-1,41,41,,,,,,,,,,
160.125,0.125,160.125,0.125,7686,6,69,5,n794-1,41,41,,,,,,,,,,
160.25,0.125,160.25,0.125,7692,6,68,5,n795-1,41,41,,,,,,,,,,
160.375,0.125,160.375,0.125,7698,6,69,5,n796-1,41,41,,,,,,,,,,
160.5,0.125,160.5,0.125,7704,6,65,5,n797-1,41,41,,,,,,,,,,
160.625,0.125,160.625,0.125,7710,6,69,5,n798-1,41,41,,,,,,,,,,
160.75,0.125,160.75,0.125,7716,6,68,5,n799-1,41,41,,,,,,,,,,
160.875,0.125,160.875,0.125,7722,6,69,5,n800-1,41,41,,,,,,,,,,
161.0,0.125,161.0,0.125,7728,6,65,5,n801-1,41,41,,,,,,,,,,
161.125,0.125,161.125,0.125,7734,6,69,5,n802-1,41,41,,,,,,,,,,
161.25,0.125,161.25,0.125,7740,6,68,5,n803-1,41,41,,,,,,,,,,
161.25,0.25,161.25,0.25,7740,12,77,1,n790-1,41,41,,,,,,,,,,
161.375,0.125,161.375,0.125,7746,6,69,5,n804-1,41,41,,,,,,,,,,
161.5,0.125,161.5,0.125,7752,6,65,5,n805-1,41,41,,,,,,,,,,
161.5,0.25,161.5,0.25,7752,12,76,1,n791-1,41,41,,,,,,,,,,
161.625,0.125,161.625,0.125,7758,6,69,5,n806-1,41,41,,,,,,,,,,
161.75,0.125,161.75,0.125,7764,6,68,5,n807-1,41,41,,,,,,,,,,
161.75,0.25,161.75,0.25,7764,12,74,1,n792-1,41,41,,,,,,,,,,
161.875,0.125,161.875,0.125,7770,6,69,5,n808-1,41,41,,,,,,,,,,
162.0,0.125,162.0,0.125,7776,6,64,5,n817-1,42,42,2.0,2/4,V6,Bb,V,V6,V,,,M
162.0,0.25,162.0,0.25,7776,12,74,1,n809-1,42,42,,,,,,,,,,
162.125,0.125,162.125,0.125,7782,6,67,5,n818-1,42,42,,,,,,,,,,
162.25,0.125,162.25,0.125,7788,6,66,5,n819-1,42,42,,,,,,,,,,
162.25,0.25,162.25,0.25,7788,12,72,1,n810-1,42,42,,,,,,,,,,
162.375,0.125,162.375,0.125,7794,6,67,5,n820-1,42,42,,,,,,,,,,
162.5,0.125,162.5,0.125,7800,6,64,5,n821-1,42,42,,,,,,,,,,
162.625,0.125,162.625,0.125,7806,6,67,5,n822-1,42,42,,,,,,,,,,
162.75,0.125,162.75,0.125,7812,6,66,5,n823-1,42,42,,,,,,,,,,
162.75,0.25,162.75,0.25,7812,12,72,1,n812-1,42,42,,,,,,,,,,
162.875,0.125,162.875,0.125,7818,6,67,5,n824-1,42,42,,,,,,,,,,
163.0,0.25,163.0,0.25,7824,12,71,1,n813-1,42,42,,,,,,,,,,
163.0,0.125,163.0,0.125,7824,6,64,5,n825-1,42,42,,,,,,,,,,
163.125,0.125,163.125,0.125,7830,6,67,5,n826-1,42,42,,,,,,,,,,
163.25,0.125,163.25,0.125,7836,6,66,5,n827-1,42,42,,,,,,,,,,
163.25,0.25,163.25,0.25,7836,12,72,1,n814-1,42,42,,,,,,,,,,
163.375,0.125,163.375,0.125,7842,6,67,5,n828-1,42,42,,,,,,,,,,
163.5,0.125,163.5,0.125,7848,6,64,5,n829-1,42,42,,,,,,,,,,
163.5,0.25,163.5,0.25,7848,12,74,1,n815-1,42,42,,,,,,,,,,
163.625,0.125,163.625,0.125,7854,6,67,5,n830-1,42,42,,,,,,,,,,
163.75,0.25,163.75,0.25,7860,12,72,1,n816-1,42,42,,,,,,,,,,
163.75,0.125,163.75,0.125,7860,6,66,5,n831-1,42,42,,,,,,,,,,
163.875,0.125,163.875,0.125,7866,6,67,5,n832-1,42,42,,,,,,,,,,
164.0,0.125,164.0,0.125,7872,6,62,5,n841-1,43,43,1.0,2/4,IV6,Bb,V,IV6,IV,,,M
164.0,0.25,164.0,0.25,7872,12,72,1,n833-1,43,43,,,,,,,,,,
164.125,0.125,164.125,0.125,7878,6,65,5,n842-1,43,43,,,,,,,,,,
164.25,0.125,164.25,0.125,7884,6,64,5,n843-1,43,43,,,,,,,,,,
164.25,0.25,164.25,0.25,7884,12,70,1,n834-1,43,43,,,,,,,,,,
164.375,0.125,164.375,0.125,7890,6,65,5,n844-1,43,43,,,,,,,,,,
164.5,0.125,164.5,0.125,7896,6,62,5,n845-1,43,43,,,,,,,,,,
164.625,0.125,164.625,0.125,7902,6,65,5,n846-1,43,43,,,,,,,,,,
164.75,0.125,164.75,0.125,7908,6,64,5,n847-1,43,43,,,,,,,,,,
164.75,0.25,164.75,0.25,7908,12,70,1,n836-1,43,43,,,,,,,,,,
164.875,0.125,164.875,0.125,7914,6,65,5,n848-1,43,43,,,,,,,,,,
165.0,0.125,165.0,0.125,7920,6,60,5,n849-1,43,43,1.0,2/4,iii6,Bb,V,iii6,iii,,,m
165.0,0.25,165.0,0.25,7920,12,70,1,n837-1,43,43,,,,,,,,,,
165.125,0.125,165.125,0.125,7926,6,64,5,n850-1,43,43,,,,,,,,,,
165.25,0.125,165.25,0.125,7932,6,62,5,n851-1,43,43,,,,,,,,,,
165.25,0.25,165.25,0.25,7932,12,69,1,n838-1,43,43,,,,,,,,,,
165.375,0.125,165.375,0.125,7938,6,64,5,n852-1,43,43,,,,,,,,,,
165.5,0.125,165.5,0.125,7944,6,60,5,n853-1,43,43,,,,,,,,,,
165.625,0.125,165.625,0.125,7950,6,64,5,n854-1,43,43,,,,,,,,,,
165.75,0.125,165.75,0.125,7956,6,62,5,n855-1,43,43,,,,,,,,,,
165.75,0.25,165.75,0.25,7956,12,69,1,n840-1,43,43,,,,,,,,,,
165.875,0.125,165.875,0.125,7962,6,64,5,n856-1,43,43,,,,,,,,,,
166.0,0.125,166.0,0.125,7968,6,58,5,n864-1,44,44,1.0,2/4,ii6,Bb,V,ii6,ii,,,m
166.0,0.25,166.0,0.25,7968,12,69,1,n857-1,44,44,,,,,,,,,,
166.125,0.125,166.125,0.125,7974,6,62,5,n865-1,44,44,,,,,,,,,,
166.25,0.25,166.25,0.25,7980,12,67,1,n858-1,44,44,,,,,,,,,,
166.25,0.125,166.25,0.125,7980,6,60,5,n866-1,44,44,,,,,,,,,,
166.375,0.125,166.375,0.125,7986,6,62,5,n867-1,44,44,,,,,,,,,,
166.5,0.125,166.5,0.125,7992,6,58,5,n868-1,44,44,,,,,,,,,,
166.5,0.25,166.5,0.25,7992,12,70,1,n859-1,44,44,,,,,,,,,,
166.625,0.125,166.625,0.125,7998,6,62,5,n869-1,44,44,,,,,,,,,,
166.75,0.125,166.75,0.125,8004,6,60,5,n870-1,44,44,,,,,,,,,,
166.75,0.25,166.75,0.25,8004,12,67,1,n860-1,44,44,,,,,,,,,,
166.875,0.125,166.875,0.125,8010,6,62,5,n871-1,44,44,,,,,,,,,,
167.0,0.25,167.0,0.25,8016,12,64,1,n861-1,44,44,,,,,,,,,,
167.0,0.125,167.0,0.125,8016,6,57,5,n872-1,44,44,2.0,2/4,I6},Bb,V,I6,I,,},M
167.125,0.125,167.125,0.125,8022,6,60,5,n873-1,44,44,,,,,,,,,,
167.25,0.125,167.25,0.125,8028,6,58,5,n874-1,44,44,,,,,,,,,,
167.25,0.25,167.25,0.25,8028,12,65,1,n862-1,44,44,,,,,,,,,,
167.375,0.125,167.375,0.125,8034,6,60,5,n875-1,44,44,,,,,,,,,,
167.5,0.125,167.5,0.125,8040,6,57,5,n876-1,44,44,,,,,,,,,,
167.625,0.125,167.625,0.125,8046,6,60,5,n877-1,44,44,,,,,,,,,,
167.75,0.125,167.75,0.125,8052,6,58,5,n878-1,44,44,,,,,,,,,,
167.875,0.125,167.875,0.125,8058,6,60,5,n879-1,44,44,,,,,,,,,,
168.0,1.0,168.0,1.0,8064,48,57,6,n890-1,45,45,0.0,2/4,{,Bb,V,,,,{,
168.0,2.0,168.0,2.0,8064,96,60,5,n889-1,45,45,,,,,,,,,,
168.0,0.75,168.0,0.75,8064,36,65,1,n880-1,45,45,,,,,,,,,,
168.75,0.125,168.75,0.125,8100,6,67,1,n881-1,45,45,,,,,,,,,,
168.875,0.125,168.875,0.125,8106,6,69,1,n882-1,45,45,,,,,,,,,,
169.0,1.0,169.0,1.0,8112,48,58,6,n891-1,45,45,1.0,2/4,V2,Bb,V,V2,V,,,Mm7
169.0,0.16666667,169.0,0.16666667,8112,8,65,1,n883-1,45,45,,,,,,,,,,
169.16667,0.16666667,169.16667,0.16666667,8120,8,64,1,n884-1,45,45,,,,,,,,,,
